"gene_id"	"brief.description"
"5663"	"ENSG00000125538"	"interleukin 1 beta"
"5664"	"ENSG00000125551"	"plasminogen like B2"
"5665"	"ENSG00000125571"	"interleukin 37"
"5666"	"ENSG00000125611"	"coiled-coil-helix-coiled-coil-helix domain containing 5"
"5667"	"ENSG00000125618"	"paired box 8"
"5668"	"ENSG00000125629"	"insulin induced gene 2"
"5669"	"ENSG00000125630"	"RNA polymerase I subunit B"
"5670"	"ENSG00000125631"	""
"5671"	"ENSG00000125633"	"coiled-coil domain containing 93"
"5672"	"ENSG00000125637"	"pleckstrin and Sec7 domain containing 4"
"5673"	"ENSG00000125648"	"solute carrier family 25 member 23"
"5674"	"ENSG00000125650"	"persephin"
"5675"	"ENSG00000125651"	"general transcription factor IIF subunit 1"
"5676"	"ENSG00000125652"	"alkB homolog 7"
"5677"	"ENSG00000125656"	"caseinolytic mitochondrial matrix peptidase proteolytic subunit"
"5678"	"ENSG00000125657"	"TNF superfamily member 9"
"5679"	"ENSG00000125675"	"glutamate ionotropic receptor AMPA type subunit 3"
"5680"	"ENSG00000125676"	"THO complex 2"
"5681"	"ENSG00000125686"	"mediator complex subunit 1"
"5682"	"ENSG00000125691"	"ribosomal protein L23"
"5683"	"ENSG00000125703"	"autophagy related 4C cysteine peptidase"
"5684"	"ENSG00000125726"	"CD70 molecule"
"5685"	"ENSG00000125730"	"complement C3"
"5686"	"ENSG00000125731"	"SH2 domain containing 3A"
"5687"	"ENSG00000125733"	"thyroid hormone receptor interactor 10"
"5688"	"ENSG00000125734"	"G protein-coupled receptor 108"
"5689"	"ENSG00000125735"	"TNF superfamily member 14"
"5690"	"ENSG00000125740"	"FosB proto-oncogene, AP-1 transcription factor subunit"
"5691"	"ENSG00000125741"	"outer mitochondrial membrane lipid metabolism regulator OPA3"
"5692"	"ENSG00000125743"	"small nuclear ribonucleoprotein D2 polypeptide"
"5693"	"ENSG00000125744"	"reticulon 2"
"5694"	"ENSG00000125746"	"EMAP like 2"
"5695"	"ENSG00000125753"	"vasodilator stimulated phosphoprotein"
"5696"	"ENSG00000125755"	"symplekin"
"5697"	"ENSG00000125772"	"glycerophosphocholine phosphodiesterase 1"
"5698"	"ENSG00000125775"	"syndecan binding protein 2"
"5699"	"ENSG00000125779"	"pantothenate kinase 2"
"5700"	"ENSG00000125780"	"transglutaminase 3"
"5701"	"ENSG00000125787"	"gonadotropin releasing hormone 2"
"5702"	"ENSG00000125788"	"defensin beta 126"
"5703"	"ENSG00000125798"	"forkhead box A2"
"5704"	"ENSG00000125804"	"family with sequence similarity 182 member A"
"5705"	"ENSG00000125810"	"CD93 molecule"
"5706"	"ENSG00000125812"	"GDNF inducible zinc finger protein 1"
"5707"	"ENSG00000125813"	"paired box 1"
"5708"	"ENSG00000125814"	"NSF attachment protein beta"
"5709"	"ENSG00000125815"	"cystatin 8"
"5710"	"ENSG00000125816"	"NK2 homeobox 4"
"5711"	"ENSG00000125817"	"centromere protein B"
"5712"	"ENSG00000125818"	"proteasome inhibitor subunit 1"
"5713"	"ENSG00000125820"	"NK2 homeobox 2"
"5714"	"ENSG00000125821"	"D-aminoacyl-tRNA deacylase 1"
"5715"	"ENSG00000125823"	"cystatin like 1"
"5716"	"ENSG00000125826"	"RANBP2-type and C3HC4-type zinc finger containing 1"
"5717"	"ENSG00000125827"	"thioredoxin related transmembrane protein 4"
"5718"	"ENSG00000125831"	"cystatin 11"
"5719"	"ENSG00000125834"	"serine/threonine kinase 35"
"5720"	"ENSG00000125835"	"small nuclear ribonucleoprotein polypeptides B and B1"
"5721"	"ENSG00000125841"	"neurensin 2"
"5722"	"ENSG00000125843"	"adaptor related protein complex 5 subunit sigma 1"
"5723"	"ENSG00000125844"	"ribosome binding protein 1"
"5724"	"ENSG00000125845"	"bone morphogenetic protein 2"
"5725"	"ENSG00000125846"	"zinc finger protein 133"
"5726"	"ENSG00000125848"	"fibronectin leucine rich transmembrane protein 3"
"5727"	"ENSG00000125850"	"ovo like zinc finger 2"
"5728"	"ENSG00000125851"	"proprotein convertase subtilisin/kexin type 2"
"5729"	"ENSG00000125861"	"GDNF family receptor alpha 4"
"5730"	"ENSG00000125863"	"McKusick-Kaufman syndrome"
"5731"	"ENSG00000125864"	"beaded filament structural protein 1"
"5732"	"ENSG00000125868"	"destrin, actin depolymerizing factor"
"5733"	"ENSG00000125869"	"lysosomal associated membrane protein family member 5"
"5734"	"ENSG00000125870"	"small nuclear ribonucleoprotein polypeptide B2"
"5735"	"ENSG00000125871"	"mitochondrial genome maintenance exonuclease 1"
"5736"	"ENSG00000125872"	"leucine rich repeat neuronal 4"
"5737"	"ENSG00000125875"	"TBC1 domain family member 20"
"5738"	"ENSG00000125877"	"inosine triphosphatase"
"5739"	"ENSG00000125878"	"transcription factor 15"
"5740"	"ENSG00000125879"	"otoraplin"
"5741"	"ENSG00000125885"	"minichromosome maintenance 8 homologous recombination repair factor"
"5742"	"ENSG00000125888"	"BANF family member 2"
"5743"	"ENSG00000125895"	"transmembrane protein 74B"
"5744"	"ENSG00000125898"	"family with sequence similarity 110 member A"
"5745"	"ENSG00000125899"	"long intergenic non-protein coding RNA 2871"
"5746"	"ENSG00000125900"	"signal regulatory protein delta"
"5747"	"ENSG00000125901"	"mitochondrial ribosomal protein S26"
"5748"	"ENSG00000125903"	"defensin beta 129"
"5749"	"ENSG00000125910"	"sphingosine-1-phosphate receptor 4"
"5750"	"ENSG00000125912"	"nicalin"
"5751"	"ENSG00000125931"	"Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1"
"5752"	"ENSG00000125944"	"heterogeneous nuclear ribonucleoprotein R"
"5753"	"ENSG00000125945"	"zinc finger protein 436"
"5754"	"ENSG00000125952"	"MYC associated factor X"
"5755"	"ENSG00000125954"	"CHURC1-FNTB readthrough"
"5756"	"ENSG00000125962"	"armadillo repeat containing X-linked 5"
"5757"	"ENSG00000125965"	"growth differentiation factor 5"
"5758"	"ENSG00000125966"	"matrix metallopeptidase 24"
"5759"	"ENSG00000125967"	"N-terminal EF-hand calcium binding protein 3"
"5760"	"ENSG00000125968"	"inhibitor of DNA binding 1, HLH protein"
"5761"	"ENSG00000125970"	"RALY heterogeneous nuclear ribonucleoprotein"
"5762"	"ENSG00000125971"	"dynein light chain roadblock-type 1"
"5763"	"ENSG00000125975"	"chromosome 20 open reading frame 173"
"5764"	"ENSG00000125977"	"eukaryotic translation initiation factor 2 subunit beta"
"5765"	"ENSG00000125991"	"ERGIC and golgi 3"
"5766"	"ENSG00000125995"	"reactive oxygen species modulator 1"
"5767"	"ENSG00000125997"	""
"5768"	"ENSG00000125998"	"family with sequence similarity 83 member C"
"5769"	"ENSG00000125999"	"BPI fold containing family B member 1"
"5770"	"ENSG00000126001"	"centrosomal protein 250"
"5771"	"ENSG00000126003"	"PLAG1 like zinc finger 2"
"5772"	"ENSG00000126005"	"MMP24 opposite strand"
"5773"	"ENSG00000126010"	"gastrin releasing peptide receptor"
"5774"	"ENSG00000126012"	"lysine demethylase 5C"
"5775"	"ENSG00000126016"	"angiomotin"
"5776"	"ENSG00000126062"	"transmembrane protein 115"
"5777"	"ENSG00000126067"	"proteasome 20S subunit beta 2"
"5778"	"ENSG00000126070"	"argonaute RISC catalytic component 3"
"5779"	"ENSG00000126088"	"uroporphyrinogen decarboxylase"
"5780"	"ENSG00000126091"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"5781"	"ENSG00000126106"	"transmembrane protein 53"
"5782"	"ENSG00000126107"	"HECT domain E3 ubiquitin protein ligase 3"
"5783"	"ENSG00000126214"	"kinesin light chain 1"
"5784"	"ENSG00000126215"	"X-ray repair cross complementing 3"
"5785"	"ENSG00000126216"	"tubulin gamma complex associated protein 3"
"5786"	"ENSG00000126217"	"MCF.2 cell line derived transforming sequence like"
"5787"	"ENSG00000126218"	"coagulation factor X"
"5788"	"ENSG00000126226"	"PCI domain containing 2"
"5789"	"ENSG00000126231"	"protein Z, vitamin K dependent plasma glycoprotein"
"5790"	"ENSG00000126233"	"secreted LY6/PLAUR domain containing 1"
"5791"	"ENSG00000126243"	"leucine rich repeat and fibronectin type III domain containing 3"
"5792"	"ENSG00000126246"	"IGF like family receptor 1"
"5793"	"ENSG00000126247"	"calpain small subunit 1"
"5794"	"ENSG00000126249"	"programmed cell death 2 like"
"5795"	"ENSG00000126251"	"G protein-coupled receptor 42 (gene/pseudogene)"
"5796"	"ENSG00000126254"	"RNA binding motif protein 42"
"5797"	"ENSG00000126259"	"kirre like nephrin family adhesion molecule 2"
"5798"	"ENSG00000126261"	"ubiquitin like modifier activating enzyme 2"
"5799"	"ENSG00000126262"	"free fatty acid receptor 2"
"5800"	"ENSG00000126264"	"hematopoietic cell signal transducer"
"5801"	"ENSG00000126266"	"free fatty acid receptor 1"
"5802"	"ENSG00000126267"	"cytochrome c oxidase subunit 6B1"
"5803"	"ENSG00000126337"	"keratin 36"
"5804"	"ENSG00000126351"	"thyroid hormone receptor alpha"
"5805"	"ENSG00000126353"	"C-C motif chemokine receptor 7"
"5806"	"ENSG00000126368"	"nuclear receptor subfamily 1 group D member 1"
"5807"	"ENSG00000126391"	"FERM domain containing 8"
"5808"	"ENSG00000126432"	"peroxiredoxin 5"
"5809"	"ENSG00000126453"	"BCL2 like 12"
"5810"	"ENSG00000126456"	"interferon regulatory factor 3"
"5811"	"ENSG00000126457"	"protein arginine methyltransferase 1"
"5812"	"ENSG00000126458"	"RAS related"
"5813"	"ENSG00000126460"	"proline rich and Gla domain 2"
"5814"	"ENSG00000126461"	"SR-related CTD associated factor 1"
"5815"	"ENSG00000126464"	"proline rich 12"
"5816"	"ENSG00000126467"	"testis specific serine kinase substrate"
"5817"	"ENSG00000126500"	"fibronectin leucine rich transmembrane protein 1"
"5818"	"ENSG00000126522"	"argininosuccinate lyase"
"5819"	"ENSG00000126524"	"SBDS ribosome maturation factor"
"5820"	"ENSG00000126545"	"casein alpha s1"
"5821"	"ENSG00000126549"	"statherin"
"5822"	"ENSG00000126550"	"histatin 1"
"5823"	"ENSG00000126561"	"signal transducer and activator of transcription 5A"
"5824"	"ENSG00000126562"	"WNK lysine deficient protein kinase 4"
"5825"	"ENSG00000126581"	"beclin 1"
"5826"	"ENSG00000126583"	"protein kinase C gamma"
"5827"	"ENSG00000126602"	"TNF receptor associated protein 1"
"5828"	"ENSG00000126603"	"GLIS family zinc finger 2"
"5829"	"ENSG00000126653"	"nuclear speckle splicing regulatory protein 1"
"5830"	"ENSG00000126698"	"DnaJ heat shock protein family (Hsp40) member C8"
"5831"	"ENSG00000126705"	"AT-hook DNA binding motif containing 1"
"5832"	"ENSG00000126709"	"interferon alpha inducible protein 6"
"5833"	"ENSG00000126733"	"dachshund family transcription factor 2"
"5834"	"ENSG00000126746"	"zinc finger protein 384"
"5835"	"ENSG00000126749"	"EMG1 N1-specific pseudouridine methyltransferase"
"5836"	"ENSG00000126752"	"SSX family member 1"
"5837"	"ENSG00000126756"	"ubiquitously expressed prefoldin like chaperone"
"5838"	"ENSG00000126759"	"complement factor properdin"
"5839"	"ENSG00000126767"	"ETS transcription factor ELK1"
"5840"	"ENSG00000126768"	"translocase of inner mitochondrial membrane 17B"
"5841"	"ENSG00000126773"	"pecanex 4"
"5842"	"ENSG00000126775"	"autophagy related 14"
"5843"	"ENSG00000126777"	"kinectin 1"
"5844"	"ENSG00000126778"	"SIX homeobox 1"
"5845"	"ENSG00000126785"	"ras homolog family member J"
"5846"	"ENSG00000126787"	"DLG associated protein 5"
"5847"	"ENSG00000126790"	"trans-L-3-hydroxyproline dehydratase"
"5848"	"ENSG00000126803"	"heat shock protein family A (Hsp70) member 2"
"5849"	"ENSG00000126804"	"zinc finger and BTB domain containing 1"
"5850"	"ENSG00000126814"	"tRNA methyltransferase 5"
"5851"	"ENSG00000126821"	"sphingosine-1-phosphate phosphatase 1"
"5852"	"ENSG00000126822"	"pleckstrin homology and RhoGEF domain containing G3"
"5853"	"ENSG00000126838"	"PZP alpha-2-macroglobulin like"
"5854"	"ENSG00000126856"	"PR/SET domain 7"
"5855"	"ENSG00000126858"	"ras homolog family member T1"
"5856"	"ENSG00000126860"	"ecotropic viral integration site 2A"
"5857"	"ENSG00000126861"	"oligodendrocyte myelin glycoprotein"
"5858"	"ENSG00000126861"	""
"5859"	"ENSG00000126870"	"WD repeat domain 60"
"5860"	"ENSG00000126878"	"allograft inflammatory factor 1 like"
"5861"	"ENSG00000126882"	"family with sequence similarity 78 member A"
"5862"	"ENSG00000126883"	"nucleoporin 214"
"5863"	"ENSG00000126890"	"cancer/testis antigen 2"
"5864"	"ENSG00000126895"	"arginine vasopressin receptor 2"
"5865"	"ENSG00000126903"	"solute carrier family 10 member 3"
"5866"	"ENSG00000126934"	"mitogen-activated protein kinase kinase 2"
"5867"	"ENSG00000126945"	"heterogeneous nuclear ribonucleoprotein H2"
"5868"	"ENSG00000126947"	"armadillo repeat containing X-linked 1"
"5869"	"ENSG00000126950"	"transmembrane protein 35A"
"5870"	"ENSG00000126952"	"nuclear RNA export factor 5"
"5871"	"ENSG00000126953"	"translocase of inner mitochondrial membrane 8A"
"5872"	"ENSG00000126970"	"zinc finger C4H2-type containing"
"5873"	"ENSG00000127022"	"calnexin"
"5874"	"ENSG00000127054"	"integrator complex subunit 11"
"5875"	"ENSG00000127074"	"regulator of G protein signaling 13"
"5876"	"ENSG00000127080"	"inositol-pentakisphosphate 2-kinase"
"5877"	"ENSG00000127081"	"zinc finger protein 484"
"5878"	"ENSG00000127083"	"osteomodulin"
"5879"	"ENSG00000127084"	"FYVE, RhoGEF and PH domain containing 3"
"5880"	"ENSG00000127124"	"HIVEP zinc finger 3"
"5881"	"ENSG00000127125"	"phosphopantothenoylcysteine synthetase"
"5882"	"ENSG00000127129"	"endothelin 2"
"5883"	"ENSG00000127152"	"BAF chromatin remodeling complex subunit BCL11B"
"5884"	"ENSG00000127184"	"cytochrome c oxidase subunit 7C"
"5885"	"ENSG00000127191"	"TNF receptor associated factor 2"
"5886"	"ENSG00000127220"	"abhydrolase domain containing 8"
"5887"	"ENSG00000127241"	"mannan binding lectin serine peptidase 1"
"5888"	"ENSG00000127249"	"ATPase 13A4"
"5889"	"ENSG00000127252"	"phospholipase A and acyltransferase 1"
"5890"	"ENSG00000127311"	"DNA helicase B"
"5891"	"ENSG00000127314"	"RAP1B, member of RAS oncogene family"
"5892"	"ENSG00000127318"	"interleukin 22"
"5893"	"ENSG00000127324"	"tetraspanin 8"
"5894"	"ENSG00000127325"	"bestrophin 3"
"5895"	"ENSG00000127328"	"RAB3A interacting protein"
"5896"	"ENSG00000127329"	"protein tyrosine phosphatase receptor type B"
"5897"	"ENSG00000127334"	"dual specificity tyrosine phosphorylation regulated kinase 2"
"5898"	"ENSG00000127337"	"YEATS domain containing 4"
"5899"	"ENSG00000127362"	"taste 2 receptor member 3"
"5900"	"ENSG00000127364"	"taste 2 receptor member 4"
"5901"	"ENSG00000127366"	"taste 2 receptor member 5"
"5902"	"ENSG00000127377"	"crystallin gamma N"
"5903"	"ENSG00000127399"	"leucine rich repeat containing 61"
"5904"	"ENSG00000127412"	"transient receptor potential cation channel subfamily V member 5"
"5905"	"ENSG00000127415"	"alpha-L-iduronidase"
"5906"	"ENSG00000127418"	"fibroblast growth factor receptor like 1"
"5907"	"ENSG00000127419"	"transmembrane protein 175"
"5908"	"ENSG00000127423"	"aurora kinase A and ninein interacting protein"
"5909"	"ENSG00000127445"	"peptidylprolyl cis/trans isomerase, NIMA-interacting 1"
"5910"	"ENSG00000127452"	"F-box and leucine rich repeat protein 12"
"5911"	"ENSG00000127463"	"ER membrane protein complex subunit 1"
"5912"	"ENSG00000127472"	"phospholipase A2 group V"
"5913"	"ENSG00000127481"	"ubiquitin protein ligase E3 component n-recognin 4"
"5914"	"ENSG00000127483"	"heterochromatin protein 1 binding protein 3"
"5915"	"ENSG00000127507"	"adhesion G protein-coupled receptor E2"
"5916"	"ENSG00000127511"	"SIN3 transcription regulator family member B"
"5917"	"ENSG00000127515"	"olfactory receptor family 7 subfamily A member 10"
"5918"	"ENSG00000127526"	"solute carrier family 35 member E1"
"5919"	"ENSG00000127527"	"epidermal growth factor receptor pathway substrate 15 like 1"
"5920"	"ENSG00000127528"	"Kruppel like factor 2"
"5921"	"ENSG00000127529"	"olfactory receptor family 7 subfamily C member 2 (gene/pseudogene)"
"5922"	"ENSG00000127530"	"olfactory receptor family 7 subfamily C member 1"
"5923"	"ENSG00000127533"	"F2R like thrombin or trypsin receptor 3"
"5924"	"ENSG00000127540"	"ubiquinol-cytochrome c reductase, complex III subunit XI"
"5925"	"ENSG00000127554"	"growth factor, augmenter of liver regeneration"
"5926"	"ENSG00000127561"	"synaptogyrin 3"
"5927"	"ENSG00000127564"	"protein kinase, membrane associated tyrosine/threonine 1"
"5928"	"ENSG00000127578"	"WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1"
"5929"	"ENSG00000127580"	"WD repeat domain 24"
"5930"	"ENSG00000127585"	"F-box and leucine rich repeat protein 16"
"5931"	"ENSG00000127586"	"chromosome transmission fidelity factor 18"
"5932"	"ENSG00000127588"	"G protein subunit gamma 13"
"5933"	"ENSG00000127589"	""
"5934"	"ENSG00000127603"	"KIAA0754"
"5935"	"ENSG00000127603"	"microtubule actin crosslinking factor 1"
"5936"	"ENSG00000127616"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4"
"5937"	"ENSG00000127663"	"lysine demethylase 4B"
"5938"	"ENSG00000127666"	"toll like receptor adaptor molecule 1"
"5939"	"ENSG00000127720"	"methyltransferase like 25"
"5940"	"ENSG00000127743"	"interleukin 17B"
"5941"	"ENSG00000127774"	"ER membrane protein complex subunit 6"
"5942"	"ENSG00000127780"	"olfactory receptor family 1 subfamily E member 2"
"5943"	"ENSG00000127804"	"methyltransferase like 16"
"5944"	"ENSG00000127824"	"tubulin alpha 4a"
"5945"	"ENSG00000127831"	"villin 1"
"5946"	"ENSG00000127837"	"angio associated migratory cell protein"
"5947"	"ENSG00000127838"	"PNKD metallo-beta-lactamase domain containing"
"5948"	"ENSG00000127863"	"TNF receptor superfamily member 19"
"5949"	"ENSG00000127870"	"ring finger protein 6"
"5950"	"ENSG00000127884"	"enoyl-CoA hydratase, short chain 1"
"5951"	"ENSG00000127903"	"zinc finger protein 835"
"5952"	"ENSG00000127914"	"A-kinase anchoring protein 9"
"5953"	"ENSG00000127920"	"G protein subunit gamma 11"
"5954"	"ENSG00000127922"	"SEM1 26S proteasome complex subunit"
"5955"	"ENSG00000127928"	"G protein subunit gamma transducin 1"
"5956"	"ENSG00000127946"	"huntingtin interacting protein 1"
"5957"	"ENSG00000127947"	"protein tyrosine phosphatase non-receptor type 12"
"5958"	"ENSG00000127948"	"cytochrome p450 oxidoreductase"
"5959"	"ENSG00000127951"	"fibrinogen like 2"
"5960"	"ENSG00000127952"	"serine/threonine/tyrosine interacting like 1"
"5961"	"ENSG00000127954"	"STEAP4 metalloreductase"
"5962"	"ENSG00000127955"	"G protein subunit alpha i1"
"5963"	"ENSG00000127957"	""
"5964"	"ENSG00000127980"	"peroxisomal biogenesis factor 1"
"5965"	"ENSG00000127989"	"mitochondrial transcription termination factor 1"
"5966"	"ENSG00000127990"	"sarcoglycan epsilon"
"5967"	"ENSG00000127993"	"RNA binding motif protein 48"
"5968"	"ENSG00000127995"	"CAS1 domain containing 1"
"5969"	"ENSG00000128000"	"zinc finger protein 780B"
"5970"	"ENSG00000128011"	"leucine rich repeat and fibronectin type III domain containing 1"
"5971"	"ENSG00000128016"	"ZFP36 ring finger protein"
"5972"	"ENSG00000128039"	"steroid 5 alpha-reductase 3"
"5973"	"ENSG00000128040"	"serine peptidase inhibitor Kazal type 2"
"5974"	"ENSG00000128045"	"RAS like family 11 member B"
"5975"	"ENSG00000128050"	"phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"5976"	"ENSG00000128052"	"kinase insert domain receptor"
"5977"	"ENSG00000128059"	"phosphoribosyl pyrophosphate amidotransferase"
"5978"	"ENSG00000128159"	"tubulin gamma complex associated protein 6"
"5979"	"ENSG00000128165"	"adrenomedullin 2"
"5980"	"ENSG00000128185"	"DiGeorge syndrome critical region gene 6 like"
"5981"	"ENSG00000128191"	"DGCR8 microprocessor complex subunit"
"5982"	"ENSG00000128203"	"aspartate beta-hydroxylase domain containing 2"
"5983"	"ENSG00000128218"	"V-set pre-B cell surrogate light chain 3"
"5984"	"ENSG00000128228"	"stromal cell derived factor 2 like 1"
"5985"	"ENSG00000128242"	"galactose-3-O-sulfotransferase 1"
"5986"	"ENSG00000128245"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta"
"5987"	"ENSG00000128250"	"ret finger protein like 1"
"5988"	"ENSG00000128253"	"ret finger protein like 2"
"5989"	"ENSG00000128254"	"chromosome 22 open reading frame 24"
"5990"	"ENSG00000128262"	""
"5991"	"ENSG00000128266"	"G protein subunit alpha z"
"5992"	"ENSG00000128268"	"beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase"
"5993"	"ENSG00000128271"	"adenosine A2a receptor"
"5994"	"ENSG00000128272"	"activating transcription factor 4"
"5995"	"ENSG00000128274"	"alpha 1,4-galactosyltransferase (P blood group)"
"5996"	"ENSG00000128276"	"ret finger protein like 3"
"5997"	"ENSG00000128283"	"CDC42 effector protein 1"
"5998"	"ENSG00000128284"	"apolipoprotein L3"
"5999"	"ENSG00000128285"	"melanin concentrating hormone receptor 1"
"6000"	"ENSG00000128294"	"tyrosylprotein sulfotransferase 2"
"6001"	"ENSG00000128298"	"BAR/IMD domain containing adaptor protein 2 like 2"
"6002"	"ENSG00000128309"	"mercaptopyruvate sulfurtransferase"
"6003"	"ENSG00000128310"	"galanin receptor 3"
"6004"	"ENSG00000128311"	"thiosulfate sulfurtransferase"
"6005"	"ENSG00000128313"	"apolipoprotein L5"
"6006"	"ENSG00000128322"	"immunoglobulin lambda like polypeptide 1"
"6007"	"ENSG00000128335"	"apolipoprotein L2"
"6008"	"ENSG00000128340"	"Rac family small GTPase 2"
"6009"	"ENSG00000128342"	"LIF interleukin 6 family cytokine"
"6010"	"ENSG00000128346"	"chromosome 22 open reading frame 23"
"6011"	"ENSG00000128383"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3A"
"6012"	"ENSG00000128394"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3F"
"6013"	"ENSG00000128408"	"RIB43A domain with coiled-coils 2"
"6014"	"ENSG00000128422"	"keratin 17"
"6015"	"ENSG00000128438"	""
"6016"	"ENSG00000128463"	"ER membrane protein complex subunit 4"
"6017"	"ENSG00000128482"	"ring finger protein 112"
"6018"	"ENSG00000128487"	"sperm antigen with calponin homology and coiled-coil domains 1"
"6019"	"ENSG00000128510"	"carboxypeptidase A4"
"6020"	"ENSG00000128512"	"dedicator of cytokinesis 4"
"6021"	"ENSG00000128513"	"protection of telomeres 1"
"6022"	"ENSG00000128519"	"taste 2 receptor member 16"
"6023"	"ENSG00000128524"	"ATPase H  transporting V1 subunit F"
"6024"	"ENSG00000128534"	"LSM8 homolog, U6 small nuclear RNA associated"
"6025"	"ENSG00000128536"	"cadherin related family member 3"
"6026"	"ENSG00000128563"	"PRKR interacting protein 1"
"6027"	"ENSG00000128564"	"VGF nerve growth factor inducible"
"6028"	"ENSG00000128567"	"podocalyxin like"
"6029"	"ENSG00000128573"	"forkhead box P2"
"6030"	"ENSG00000128578"	"striatin interacting protein 2"
"6031"	"ENSG00000128581"	"intraflagellar transport 22"
"6032"	"ENSG00000128585"	"muskelin 1"
"6033"	"ENSG00000128590"	"DnaJ heat shock protein family (Hsp40) member B9"
"6034"	"ENSG00000128591"	"filamin C"
"6035"	"ENSG00000128594"	"leucine rich repeat containing 4"
"6036"	"ENSG00000128595"	"calumenin"
"6037"	"ENSG00000128596"	"coiled-coil domain containing 136"
"6038"	"ENSG00000128602"	"smoothened, frizzled class receptor"
"6039"	"ENSG00000128604"	"interferon regulatory factor 5"
"6040"	"ENSG00000128606"	"leucine rich repeat containing 17"
"6041"	"ENSG00000128607"	"kelch domain containing 10"
"6042"	"ENSG00000128609"	"NADH:ubiquinone oxidoreductase subunit A5"
"6043"	"ENSG00000128610"	"FEZ family zinc finger 1"
"6044"	"ENSG00000128617"	"opsin 1, short wave sensitive"
"6045"	"ENSG00000128626"	"mitochondrial ribosomal protein S12"
"6046"	"ENSG00000128641"	"myosin IB"
"6047"	"ENSG00000128645"	"homeobox D1"
"6048"	"ENSG00000128652"	"homeobox D3"
"6049"	"ENSG00000128654"	"metaxin 2"
"6050"	"ENSG00000128656"	"chimerin 1"
"6051"	"ENSG00000128683"	"glutamate decarboxylase 1"
"6052"	"ENSG00000128692"	""
"6053"	"ENSG00000128694"	"O-sialoglycoprotein endopeptidase like 1"
"6054"	"ENSG00000128699"	"ORMDL sphingolipid biosynthesis regulator 1"
"6055"	"ENSG00000128708"	"histone acetyltransferase 1"
"6056"	"ENSG00000128709"	"homeobox D9"
"6057"	"ENSG00000128710"	"homeobox D10"
"6058"	"ENSG00000128713"	"homeobox D11"
"6059"	"ENSG00000128714"	"homeobox D13"
"6060"	"ENSG00000128731"	"HECT and RLD domain containing E3 ubiquitin protein ligase 2"
"6061"	"ENSG00000128739"	"small nuclear ribonucleoprotein polypeptide N"
"6062"	"ENSG00000128789"	"proteasome assembly chaperone 2"
"6063"	"ENSG00000128791"	"twisted gastrulation BMP signaling modulator 1"
"6064"	"ENSG00000128805"	"Rho GTPase activating protein 22"
"6065"	"ENSG00000128815"	"WDFY family member 4"
"6066"	"ENSG00000128829"	"eukaryotic translation initiation factor 2 alpha kinase 4"
"6067"	"ENSG00000128833"	"myosin VC"
"6068"	"ENSG00000128849"	"cingulin like 1"
"6069"	"ENSG00000128872"	"tropomodulin 2"
"6070"	"ENSG00000128881"	"tau tubulin kinase 2"
"6071"	"ENSG00000128886"	"elongation factor for RNA polymerase II 3"
"6072"	"ENSG00000128891"	"coiled-coil domain containing 32"
"6073"	"ENSG00000128908"	"INO80 complex ATPase subunit"
"6074"	"ENSG00000128915"	"interactor of little elongation complex ELL subunit 2"
"6075"	"ENSG00000128917"	"delta like canonical Notch ligand 4"
"6076"	"ENSG00000128918"	"aldehyde dehydrogenase 1 family member A2"
"6077"	"ENSG00000128923"	"MINDY lysine 48 deubiquitinase 2"
"6078"	"ENSG00000128928"	"isovaleryl-CoA dehydrogenase"
"6079"	"ENSG00000128944"	"kinetochore localized astrin (SPAG5) binding protein"
"6080"	"ENSG00000128951"	"deoxyuridine triphosphatase"
"6081"	"ENSG00000128965"	"ChaC glutathione specific gamma-glutamylcyclotransferase 1"
"6082"	"ENSG00000128973"	"CLN6 transmembrane ER protein"
"6083"	"ENSG00000128989"	"cAMP regulated phosphoprotein 19"
"6084"	"ENSG00000129003"	"vacuolar protein sorting 13 homolog C"
"6085"	"ENSG00000129007"	"calmodulin like 4"
"6086"	"ENSG00000129009"	"immunoglobulin superfamily containing leucine rich repeat"
"6087"	"ENSG00000129028"	"THAP domain containing 10"
"6088"	"ENSG00000129038"	"lysyl oxidase like 1"
"6089"	"ENSG00000129048"	"atypical chemokine receptor 4"
"6090"	"ENSG00000129055"	"anaphase promoting complex subunit 13"
"6091"	"ENSG00000129071"	"methyl-CpG binding domain 4, DNA glycosylase"
"6092"	"ENSG00000129083"	"COPI coat complex subunit beta 1"
"6093"	"ENSG00000129084"	"proteasome 20S subunit alpha 1"
"6094"	"ENSG00000129103"	"sulfatase modifying factor 2"
"6095"	"ENSG00000129116"	"palladin, cytoskeletal associated protein"
"6096"	"ENSG00000129128"	"signal peptidase complex subunit 3"
