"gene_id"	"GO.ID"	"GO.names"
"WBGene00001500"	"WBGene00001500"	"GO:0004322, GO:0005506, GO:0005515, GO:0005737, GO:0006826, GO:0006879, GO:0006880, GO:0008199, GO:0016491, GO:0042802, GO:0046872, GO:0055114"	"ferroxidase activity, iron ion binding, protein binding, cytoplasm, iron ion transport, cellular iron ion homeostasis, intracellular sequestering of iron ion, ferric iron binding, oxidoreductase activity, identical protein binding, metal ion binding, oxidation-reduction process"
"WBGene00001501"	"WBGene00001501"	"GO:0004322, GO:0005506, GO:0005515, GO:0005737, GO:0006826, GO:0006879, GO:0006880, GO:0008199, GO:0016491, GO:0042802, GO:0046872, GO:0050830, GO:0055114"	"ferroxidase activity, iron ion binding, protein binding, cytoplasm, iron ion transport, cellular iron ion homeostasis, intracellular sequestering of iron ion, ferric iron binding, oxidoreductase activity, identical protein binding, metal ion binding, defense response to Gram-positive bacterium, oxidation-reduction process"
"WBGene00001502"	"WBGene00001502"	"GO:0005515, GO:0005634, GO:0005737, GO:0008134, GO:0040024, GO:0042308, GO:0042994"	"protein binding, nucleus, cytoplasm, transcription factor binding, dauer larval development, negative regulation of protein import into nucleus, cytoplasmic sequestering of transcription factor"
"WBGene00001503"	"WBGene00001503"	"GO:0003824, GO:0004333, GO:0005739, GO:0006099, GO:0006106, GO:0006108, GO:0016829, GO:0045239"	"catalytic activity, fumarate hydratase activity, mitochondrion, tricarboxylic acid cycle, fumarate metabolic process, malate metabolic process, lyase activity, tricarboxylic acid cycle enzyme complex"
"WBGene00001505"	"WBGene00001505"	"GO:0000139, GO:0005794, GO:0006486, GO:0008417, GO:0016020, GO:0016021, GO:0016051, GO:0016740, GO:0016757, GO:0017060, GO:0018392, GO:0032580, GO:0036065, GO:0046872, GO:0046920"	"Golgi membrane, Golgi apparatus, protein glycosylation, fucosyltransferase activity, membrane, integral component of membrane, carbohydrate biosynthetic process, transferase activity, transferase activity, transferring glycosyl groups, 3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity, glycoprotein 3-alpha-L-fucosyltransferase activity, Golgi cisterna membrane, fucosylation, metal ion binding, alpha-(1->3)-fucosyltransferase activity"
"WBGene00001506"	"WBGene00001506"	"GO:0005794, GO:0006486, GO:0008107, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0032580, GO:0036065, GO:0043413"	"Golgi apparatus, protein glycosylation, galactoside 2-alpha-L-fucosyltransferase activity, membrane, integral component of membrane, transferase activity, transferase activity, transferring glycosyl groups, Golgi cisterna membrane, fucosylation, macromolecule glycosylation"
"WBGene00001507"	"WBGene00001507"	"GO:0000139, GO:0005794, GO:0006486, GO:0008417, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0017060, GO:0032580, GO:0036065, GO:0046920"	"Golgi membrane, Golgi apparatus, protein glycosylation, fucosyltransferase activity, membrane, integral component of membrane, transferase activity, transferase activity, transferring glycosyl groups, 3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase activity, Golgi cisterna membrane, fucosylation, alpha-(1->3)-fucosyltransferase activity"
"WBGene00001508"	"WBGene00001508"	"GO:0005794, GO:0006486, GO:0006487, GO:0008417, GO:0008424, GO:0016020, GO:0016021, GO:0016740, GO:0016757, GO:0032580, GO:0033578, GO:0036065, GO:0036071, GO:0046702, GO:0046872, GO:0046921"	"Golgi apparatus, protein glycosylation, protein N-linked glycosylation, fucosyltransferase activity, glycoprotein 6-alpha-L-fucosyltransferase activity, membrane, integral component of membrane, transferase activity, transferase activity, transferring glycosyl groups, Golgi cisterna membrane, protein glycosylation in Golgi, fucosylation, N-glycan fucosylation, galactoside 6-L-fucosyltransferase activity, metal ion binding, alpha-(1->6)-fucosyltransferase activity"
"WBGene00001509"	"WBGene00001509"	"GO:0000166, GO:0003924, GO:0005525, GO:0005739, GO:0005741, GO:0008053, GO:0016020, GO:0016021, GO:0016787, GO:0031306, GO:0051646"	"nucleotide binding, GTPase activity, GTP binding, mitochondrion, mitochondrial outer membrane, mitochondrial fusion, membrane, integral component of membrane, hydrolase activity, intrinsic component of mitochondrial outer membrane, mitochondrion localization"
"WBGene00001510"	"WBGene00001510"	"GO:0005634, GO:0005737, GO:0010997, GO:0044843, GO:0051302, GO:0097027, GO:1904668"	"nucleus, cytoplasm, anaphase-promoting complex binding, cell cycle G1/S phase transition, regulation of cell division, ubiquitin-protein transferase activator activity, positive regulation of ubiquitin protein ligase activity"
"WBGene00001511"	"WBGene00001511"	"GO:0000793, GO:0005515, GO:0005694, GO:0005737, GO:0007049, GO:0008356, GO:0009949, GO:0010997, GO:0040038, GO:0051301, GO:0051321, GO:0097027, GO:1904668, GO:1990949"	"condensed chromosome, protein binding, chromosome, cytoplasm, cell cycle, asymmetric cell division, polarity specification of anterior/posterior axis, anaphase-promoting complex binding, polar body extrusion after meiotic divisions, cell division, meiotic cell cycle, ubiquitin-protein transferase activator activity, positive regulation of ubiquitin protein ligase activity, metaphase/anaphase transition of meiosis I"
"WBGene00001512"	"WBGene00001512"	"GO:0004890, GO:0005216, GO:0005230, GO:0005254, GO:0005886, GO:0006810, GO:0006811, GO:0006821, GO:0007165, GO:0007268, GO:0016020, GO:0016021, GO:0030054, GO:0034220, GO:0034707, GO:0045202, GO:0045211, GO:0055085, GO:1902476, GO:1902711"	"GABA-A receptor activity, ion channel activity, extracellular ligand-gated ion channel activity, chloride channel activity, plasma membrane, transport, ion transport, chloride transport, signal transduction, chemical synaptic transmission, membrane, integral component of membrane, cell junction, ion transmembrane transport, chloride channel complex, synapse, postsynaptic membrane, transmembrane transport, chloride transmembrane transport, GABA-A receptor complex"
"WBGene00001513"	"WBGene00001513"	"GO:0000132, GO:0005515, GO:0005623, GO:0007275, GO:0007346, GO:0042074"	"establishment of mitotic spindle orientation, protein binding, cell, multicellular organism development, regulation of mitotic cell cycle, cell migration involved in gastrulation"
"WBGene00001515"	"WBGene00001515"	"GO:0005096, GO:0005737, GO:0007165, GO:0007614, GO:0007616, GO:0007635, GO:0008306, GO:0031235, GO:0043087, GO:0043547, GO:0046580"	"GTPase activator activity, cytoplasm, signal transduction, short-term memory, long-term memory, chemosensory behavior, associative learning, intrinsic component of the cytoplasmic side of the plasma membrane, regulation of GTPase activity, positive regulation of GTPase activity, negative regulation of Ras protein signal transduction"
"WBGene00001516"	"WBGene00001516"	"GO:0005096, GO:0005737, GO:0007614, GO:0007616, GO:0008306, GO:0031235, GO:0043087, GO:0043547, GO:0046580"	"GTPase activator activity, cytoplasm, short-term memory, long-term memory, associative learning, intrinsic component of the cytoplasmic side of the plasma membrane, regulation of GTPase activity, positive regulation of GTPase activity, negative regulation of Ras protein signal transduction"
"WBGene00001517"	"WBGene00001517"	"GO:0004871, GO:0004930, GO:0005886, GO:0005887, GO:0007165, GO:0007186, GO:0007213, GO:0007271, GO:0016020, GO:0016021, GO:0016907, GO:0045211"	"signal transducer activity, G-protein coupled receptor activity, plasma membrane, integral component of plasma membrane, signal transduction, G-protein coupled receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, synaptic transmission, cholinergic, membrane, integral component of membrane, G-protein coupled acetylcholine receptor activity, postsynaptic membrane"
"WBGene00001518"	"WBGene00001518"	"GO:0004871, GO:0004930, GO:0005886, GO:0005887, GO:0007165, GO:0007186, GO:0007213, GO:0007271, GO:0016020, GO:0016021, GO:0016907, GO:0030424, GO:0032223, GO:0042493, GO:0042995"	"signal transducer activity, G-protein coupled receptor activity, plasma membrane, integral component of plasma membrane, signal transduction, G-protein coupled receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, synaptic transmission, cholinergic, membrane, integral component of membrane, G-protein coupled acetylcholine receptor activity, axon, negative regulation of synaptic transmission, cholinergic, response to drug, cell projection"
"WBGene00001519"	"WBGene00001519"	"GO:0001508, GO:0004871, GO:0004930, GO:0005886, GO:0005887, GO:0007165, GO:0007186, GO:0007197, GO:0007207, GO:0007213, GO:0014057, GO:0016020, GO:0016021, GO:0016907, GO:0042493, GO:0043051, GO:0045202, GO:1902474"	"action potential, signal transducer activity, G-protein coupled receptor activity, plasma membrane, integral component of plasma membrane, signal transduction, G-protein coupled receptor signaling pathway, adenylate cyclase-inhibiting G-protein coupled acetylcholine receptor signaling pathway, phospholipase C-activating G-protein coupled acetylcholine receptor signaling pathway, G-protein coupled acetylcholine receptor signaling pathway, positive regulation of acetylcholine secretion, neurotransmission, membrane, integral component of membrane, G-protein coupled acetylcholine receptor activity, response to drug, regulation of pharyngeal pumping, synapse, positive regulation of protein localization to synapse"
"WBGene00001520"	"WBGene00001520"	"GO:0003954, GO:0005739, GO:0005743, GO:0005747, GO:0006120, GO:0008137, GO:0016020, GO:0016491, GO:0016651, GO:0042493, GO:0043231, GO:0046872, GO:0048038, GO:0051287, GO:0051536, GO:0051539, GO:0055114, GO:0070469"	"NADH dehydrogenase activity, mitochondrion, mitochondrial inner membrane, mitochondrial respiratory chain complex I, mitochondrial electron transport, NADH to ubiquinone, NADH dehydrogenase (ubiquinone) activity, membrane, oxidoreductase activity, oxidoreductase activity, acting on NAD(P)H, response to drug, intracellular membrane-bounded organelle, metal ion binding, quinone binding, NAD binding, iron-sulfur cluster binding, 4 iron, 4 sulfur cluster binding, oxidation-reduction process, respiratory chain"
"WBGene00001522"	"WBGene00001522"	"GO:0005506, GO:0008336, GO:0016491, GO:0045329, GO:0046872, GO:0051213, GO:0055114"	"iron ion binding, gamma-butyrobetaine dioxygenase activity, oxidoreductase activity, carnitine biosynthetic process, metal ion binding, dioxygenase activity, oxidation-reduction process"
"WBGene00001523"	"WBGene00001523"	"GO:0005506, GO:0016491, GO:0045329, GO:0050353"	"iron ion binding, oxidoreductase activity, carnitine biosynthetic process, trimethyllysine dioxygenase activity"
"WBGene00001526"	"WBGene00001526"	"GO:0000166, GO:0004672, GO:0004674, GO:0005524, GO:0005737, GO:0005886, GO:0006468, GO:0016020, GO:0016301, GO:0016310, GO:0016324, GO:0016740, GO:0030154, GO:0043066, GO:0043407, GO:0046872, GO:0048477, GO:0051019, GO:0051321, GO:0060281"	"nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, ATP binding, cytoplasm, plasma membrane, protein phosphorylation, membrane, kinase activity, phosphorylation, apical plasma membrane, transferase activity, cell differentiation, negative regulation of apoptotic process, negative regulation of MAP kinase activity, metal ion binding, oogenesis, mitogen-activated protein kinase binding, meiotic cell cycle, regulation of oocyte development"
"WBGene00001527"	"WBGene00001527"	"GO:0000166, GO:0000302, GO:0000303, GO:0004357, GO:0005515, GO:0005524, GO:0006750, GO:0009408, GO:0016874, GO:0017109, GO:0046685"	"nucleotide binding, response to reactive oxygen species, response to superoxide, glutamate-cysteine ligase activity, protein binding, ATP binding, glutathione biosynthetic process, response to heat, ligase activity, glutamate-cysteine ligase complex, response to arsenic-containing substance"
"WBGene00001528"	"WBGene00001528"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0006935, GO:0007165, GO:0007635, GO:0008074, GO:0010226, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:0035864, GO:1902074"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, chemotaxis, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, response to lithium ion, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, response to potassium ion, response to salt"
"WBGene00001529"	"WBGene00001529"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001530"	"WBGene00001530"	"GO:0000166, GO:0004016, GO:0004383, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001531"	"WBGene00001531"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0006935, GO:0007165, GO:0007635, GO:0008074, GO:0009190, GO:0010035, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:1902074"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, chemotaxis, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, response to inorganic substance, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, response to salt"
"WBGene00001532"	"WBGene00001532"	"GO:0000166, GO:0004016, GO:0004383, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0006935, GO:0007165, GO:0007635, GO:0008074, GO:0009190, GO:0010035, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:1902074"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, chemotaxis, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, response to inorganic substance, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, response to salt"
"WBGene00001533"	"WBGene00001533"	"GO:0004383, GO:0004672, GO:0006182, GO:0006468, GO:0009190, GO:0035556"	"guanylate cyclase activity, protein kinase activity, cGMP biosynthetic process, protein phosphorylation, cyclic nucleotide biosynthetic process, intracellular signal transduction"
"WBGene00001534"	"WBGene00001534"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0006935, GO:0007165, GO:0007635, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0032026, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, chemotaxis, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, response to magnesium ion, intracellular signal transduction"
"WBGene00001535"	"WBGene00001535"	"GO:0000166, GO:0004016, GO:0004383, GO:0005524, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0007165, GO:0007168, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016048, GO:0016829, GO:0016849, GO:0031528, GO:0032528, GO:0035556, GO:0040040, GO:0042995, GO:0043052, GO:0044306, GO:0046872"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, ATP binding, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, signal transduction, receptor guanylyl cyclase signaling pathway, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, detection of temperature stimulus, lyase activity, phosphorus-oxygen lyase activity, microvillus membrane, microvillus organization, intracellular signal transduction, thermosensory behavior, cell projection, thermotaxis, neuron projection terminus, metal ion binding"
"WBGene00001536"	"WBGene00001536"	"GO:0000166, GO:0003031, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0008074, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0019722, GO:0035556, GO:0042995, GO:0043025, GO:0045921, GO:0046872, GO:0050907, GO:0071468, GO:0097730, GO:1904457"	"nucleotide binding, detection of carbon dioxide, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, guanylate cyclase complex, soluble, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, calcium-mediated signaling, intracellular signal transduction, cell projection, neuronal cell body, positive regulation of exocytosis, metal ion binding, detection of chemical stimulus involved in sensory perception, cellular response to acidic pH, non-motile cilium, positive regulation of neuronal action potential"
"WBGene00001537"	"WBGene00001537"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:0046872"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, metal ion binding"
"WBGene00001538"	"WBGene00001538"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0030425, GO:0035556, GO:0040014, GO:0040015, GO:0042995, GO:0043204, GO:0046872, GO:0061067, GO:0090325, GO:0097730"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, dendrite, intracellular signal transduction, regulation of multicellular organism growth, negative regulation of multicellular organism growth, cell projection, perikaryon, metal ion binding, negative regulation of dauer larval development, regulation of locomotion involved in locomotory behavior, non-motile cilium"
"WBGene00001539"	"WBGene00001539"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity"
"WBGene00001540"	"WBGene00001540"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0006935, GO:0007165, GO:0007635, GO:0008074, GO:0009190, GO:0010035, GO:0010226, GO:0010446, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:0042803, GO:0042995, GO:1902074"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, chemotaxis, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, response to inorganic substance, response to lithium ion, response to alkaline pH, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, protein homodimerization activity, cell projection, response to salt"
"WBGene00001541"	"WBGene00001541"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001542"	"WBGene00001542"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001543"	"WBGene00001543"	"GO:0000166, GO:0004016, GO:0004383, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0007165, GO:0007168, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016048, GO:0016829, GO:0016849, GO:0031528, GO:0035556, GO:0040040, GO:0042995, GO:0043052, GO:0044306, GO:0046872"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, signal transduction, receptor guanylyl cyclase signaling pathway, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, detection of temperature stimulus, lyase activity, phosphorus-oxygen lyase activity, microvillus membrane, intracellular signal transduction, thermosensory behavior, cell projection, thermotaxis, neuron projection terminus, metal ion binding"
"WBGene00001544"	"WBGene00001544"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity"
"WBGene00001545"	"WBGene00001545"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001546"	"WBGene00001546"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction"
"WBGene00001547"	"WBGene00001547"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0006935, GO:0007635, GO:0008074, GO:0008306, GO:0009190, GO:0010035, GO:0010226, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0032026, GO:0050850, GO:1902074, GO:1904640"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, chemotaxis, chemosensory behavior, guanylate cyclase complex, soluble, associative learning, cyclic nucleotide biosynthetic process, response to inorganic substance, response to lithium ion, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, response to magnesium ion, positive regulation of calcium-mediated signaling, response to salt, response to methionine"
"WBGene00001548"	"WBGene00001548"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005525, GO:0005886, GO:0005929, GO:0006182, GO:0006468, GO:0007165, GO:0007168, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016048, GO:0016829, GO:0016849, GO:0035556, GO:0040040, GO:0042995, GO:0043052, GO:0044306, GO:0046872"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, GTP binding, plasma membrane, cilium, cGMP biosynthetic process, protein phosphorylation, signal transduction, receptor guanylyl cyclase signaling pathway, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, detection of temperature stimulus, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, thermosensory behavior, cell projection, thermotaxis, neuron projection terminus, metal ion binding"
"WBGene00001549"	"WBGene00001549"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0035556"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, intracellular signal transduction"
"WBGene00001550"	"WBGene00001550"	"GO:0000166, GO:0004016, GO:0004383, GO:0004672, GO:0005524, GO:0005525, GO:0005886, GO:0006182, GO:0006468, GO:0007165, GO:0007635, GO:0008074, GO:0009190, GO:0016020, GO:0016021, GO:0016829, GO:0016849, GO:0035556, GO:0050913"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, protein kinase activity, ATP binding, GTP binding, plasma membrane, cGMP biosynthetic process, protein phosphorylation, signal transduction, chemosensory behavior, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, membrane, integral component of membrane, lyase activity, phosphorus-oxygen lyase activity, intracellular signal transduction, sensory perception of bitter taste"
"WBGene00001551"	"WBGene00001551"	"GO:0000166, GO:0004016, GO:0004383, GO:0005525, GO:0005737, GO:0005886, GO:0006182, GO:0007165, GO:0008074, GO:0016829, GO:0016849, GO:0019826, GO:0020037, GO:0035556, GO:0046872, GO:0070482"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, GTP binding, cytoplasm, plasma membrane, cGMP biosynthetic process, signal transduction, guanylate cyclase complex, soluble, lyase activity, phosphorus-oxygen lyase activity, oxygen sensor activity, heme binding, intracellular signal transduction, metal ion binding, response to oxygen levels"
"WBGene00001552"	"WBGene00001552"	"GO:0000166, GO:0004016, GO:0004383, GO:0005525, GO:0005737, GO:0005886, GO:0006182, GO:0007165, GO:0008074, GO:0009190, GO:0016829, GO:0016849, GO:0020037, GO:0035556, GO:0046872"	"nucleotide binding, adenylate cyclase activity, guanylate cyclase activity, GTP binding, cytoplasm, plasma membrane, cGMP biosynthetic process, signal transduction, guanylate cyclase complex, soluble, cyclic nucleotide biosynthetic process, lyase activity, phosphorus-oxygen lyase activity, heme binding, intracellular signal transduction, metal ion binding"
