"gene_id"	"GO.ID"	"GO.names"
"FBgn0002709"	"FBgn0002709"	"GO:0005737, GO:0007131, GO:0007143, GO:0016321"	"cytoplasm, reciprocal meiotic recombination, female meiotic nuclear division, female meiosis chromosome segregation"
"FBgn0002715"	"FBgn0002715"	"GO:0000775, GO:0000780, GO:0003674, GO:0005694, GO:0005721, GO:0007062, GO:0007065, GO:0007140, GO:0007143, GO:0045132"	"chromosome, centromeric region, condensed nuclear chromosome, centromeric region, molecular_function, chromosome, pericentric heterochromatin, sister chromatid cohesion, male meiosis sister chromatid cohesion, male meiotic nuclear division, female meiotic nuclear division, meiotic chromosome segregation"
"FBgn0002716"	"FBgn0002716"	"GO:0000228, GO:0000706, GO:0000737, GO:0003677, GO:0003918, GO:0005524, GO:0006265, GO:0007131, GO:0016889, GO:0042138, GO:0042139, GO:0042140, GO:0048477"	"nuclear chromosome, meiotic DNA double-strand break processing, DNA catabolic process, endonucleolytic, DNA binding, DNA topoisomerase type II (ATP-hydrolyzing) activity, ATP binding, DNA topological change, reciprocal meiotic recombination, endodeoxyribonuclease activity, producing 3'-phosphomonoesters, meiotic DNA double-strand break formation, early meiotic recombination nodule assembly, late meiotic recombination nodule assembly, oogenesis"
"FBgn0002719"	"FBgn0002719"	"GO:0004471, GO:0004473, GO:0005739, GO:0005829, GO:0006090, GO:0006108, GO:0008340, GO:0010941, GO:0030431, GO:0051287, GO:0055114"	"malate dehydrogenase (decarboxylating) (NAD+) activity, malate dehydrogenase (decarboxylating) (NADP+) activity, mitochondrion, cytosol, pyruvate metabolic process, malate metabolic process, determination of adult lifespan, regulation of cell death, sleep, NAD binding, oxidation-reduction process"
"FBgn0002723"	"FBgn0002723"	"GO:0004880, GO:0005500, GO:0005634, GO:0006355, GO:0008134, GO:0010906, GO:0042803, GO:0043069, GO:0045944, GO:0046982, GO:0050793"	"juvenile hormone receptor activity, juvenile hormone binding, nucleus, regulation of transcription, DNA-templated, transcription factor binding, regulation of glucose metabolic process, protein homodimerization activity, negative regulation of programmed cell death, positive regulation of transcription from RNA polymerase II promoter, protein heterodimerization activity, regulation of developmental process"
"FBgn0002732"	"FBgn0002732"	"GO:0001708, GO:0005515, GO:0005575, GO:0007219, GO:0007423, GO:0031625"	"cell fate specification, protein binding, cellular_component, Notch signaling pathway, sensory organ development, ubiquitin protein ligase binding"
"FBgn0002733"	"FBgn0002733"	"GO:0000122, GO:0003700, GO:0043565, GO:0046983, GO:0048749"	"negative regulation of transcription from RNA polymerase II promoter, transcription factor activity, sequence-specific DNA binding, sequence-specific DNA binding, protein dimerization activity, compound eye development"
"FBgn0002734"	"FBgn0002734"	"GO:0000122, GO:0003700, GO:0007525, GO:0043565, GO:0045466, GO:0046983, GO:0048052, GO:0048749"	"negative regulation of transcription from RNA polymerase II promoter, transcription factor activity, sequence-specific DNA binding, somatic muscle development, sequence-specific DNA binding, R7 cell differentiation, protein dimerization activity, R1/R6 cell differentiation, compound eye development"
"FBgn0002735"	"FBgn0002735"	"GO:0000122, GO:0002052, GO:0003700, GO:0008134, GO:0043565, GO:0046983, GO:0048190, GO:0048749"	"negative regulation of transcription from RNA polymerase II promoter, positive regulation of neuroblast proliferation, transcription factor activity, sequence-specific DNA binding, transcription factor binding, sequence-specific DNA binding, protein dimerization activity, wing disc dorsal/ventral pattern formation, compound eye development"
"FBgn0002736"	"FBgn0002736"	"GO:0000226, GO:0000335, GO:0000398, GO:0005515, GO:0005634, GO:0005737, GO:0006406, GO:0007173, GO:0007315, GO:0007317, GO:0008103, GO:0008104, GO:0008380, GO:0016325, GO:0035145, GO:0045451, GO:0045495, GO:0046579, GO:0046594, GO:0048477, GO:0070374, GO:0071011, GO:0071013"	"microtubule cytoskeleton organization, negative regulation of transposition, DNA-mediated, mRNA splicing, via spliceosome, protein binding, nucleus, cytoplasm, mRNA export from nucleus, epidermal growth factor receptor signaling pathway, pole plasm assembly, regulation of pole plasm oskar mRNA localization, oocyte microtubule cytoskeleton polarization, protein localization, RNA splicing, oocyte microtubule cytoskeleton organization, exon-exon junction complex, pole plasm oskar mRNA localization, pole plasm, positive regulation of Ras protein signal transduction, maintenance of pole plasm mRNA location, oogenesis, positive regulation of ERK1 and ERK2 cascade, precatalytic spliceosome, catalytic step 2 spliceosome"
"FBgn0002772"	"FBgn0002772"	"GO:0000146, GO:0005509, GO:0005829, GO:0005859, GO:0006936, GO:0007498, GO:0016459"	"microfilament motor activity, calcium ion binding, cytosol, muscle myosin complex, muscle contraction, mesoderm development, myosin complex"
"FBgn0002773"	"FBgn0002773"	"GO:0003012, GO:0005509, GO:0016459, GO:0030016, GO:0030239, GO:0060361"	"muscle system process, calcium ion binding, myosin complex, myofibril, myofibril assembly, flight"
"FBgn0002774"	"FBgn0002774"	"GO:0000228, GO:0000785, GO:0000805, GO:0003682, GO:0003723, GO:0003724, GO:0003725, GO:0004004, GO:0004386, GO:0005524, GO:0005634, GO:0005665, GO:0005694, GO:0005700, GO:0005737, GO:0006396, GO:0007549, GO:0008026, GO:0008340, GO:0009047, GO:0016456, GO:0016457, GO:0031453, GO:0045433, GO:0045944, GO:0048675, GO:0072487"	"nuclear chromosome, chromatin, X chromosome, chromatin binding, RNA binding, RNA helicase activity, double-stranded RNA binding, ATP-dependent RNA helicase activity, helicase activity, ATP binding, nucleus, DNA-directed RNA polymerase II, core complex, chromosome, polytene chromosome, cytoplasm, RNA processing, dosage compensation, ATP-dependent helicase activity, determination of adult lifespan, dosage compensation by hyperactivation of X chromosome, X chromosome located dosage compensation complex, transcription activating, dosage compensation complex assembly involved in dosage compensation by hyperactivation of X chromosome, positive regulation of heterochromatin assembly, male courtship behavior, veined wing generated song production, positive regulation of transcription from RNA polymerase II promoter, axon extension, MSL complex"
"FBgn0002775"	"FBgn0002775"	"GO:0000228, GO:0000805, GO:0003682, GO:0003723, GO:0003729, GO:0005700, GO:0006338, GO:0007549, GO:0009047, GO:0010369, GO:0016456, GO:0016575, GO:0031936, GO:0035064, GO:0035206, GO:0035267, GO:0043967, GO:0043968, GO:0072487"	"nuclear chromosome, X chromosome, chromatin binding, RNA binding, mRNA binding, polytene chromosome, chromatin remodeling, dosage compensation, dosage compensation by hyperactivation of X chromosome, chromocenter, X chromosome located dosage compensation complex, transcription activating, histone deacetylation, negative regulation of chromatin silencing, methylated histone binding, regulation of hemocyte proliferation, NuA4 histone acetyltransferase complex, histone H4 acetylation, histone H2A acetylation, MSL complex"
"FBgn0002778"	"FBgn0002778"	"GO:0003333, GO:0005887, GO:0006865, GO:0015171, GO:0015179, GO:0015297, GO:0030431, GO:0060356"	"amino acid transmembrane transport, integral component of plasma membrane, amino acid transport, amino acid transmembrane transporter activity, L-amino acid transmembrane transporter activity, antiporter activity, sleep, leucine import"
"FBgn0002780"	"FBgn0002780"	"GO:0003677, GO:0003729, GO:0005515, GO:0005634, GO:0005730, GO:0005737, GO:0007286, GO:0008283, GO:0043234, GO:0043565"	"DNA binding, mRNA binding, protein binding, nucleus, nucleolus, cytoplasm, spermatid development, cell proliferation, protein complex, sequence-specific DNA binding"
"FBgn0002781"	"FBgn0002781"	"GO:0000785, GO:0000794, GO:0001672, GO:0003677, GO:0003682, GO:0005515, GO:0005634, GO:0005700, GO:0005704, GO:0005730, GO:0005886, GO:0006357, GO:0006915, GO:0007060, GO:0007141, GO:0008195, GO:0008354, GO:0010032, GO:0031208, GO:0042803, GO:0048477"	"chromatin, condensed nuclear chromosome, regulation of chromatin assembly or disassembly, DNA binding, chromatin binding, protein binding, nucleus, polytene chromosome, polytene chromosome band, nucleolus, plasma membrane, regulation of transcription from RNA polymerase II promoter, apoptotic process, male meiosis chromosome segregation, male meiosis I, phosphatidate phosphatase activity, germ cell migration, meiotic chromosome condensation, POZ domain binding, protein homodimerization activity, oogenesis"
"FBgn0002783"	"FBgn0002783"	"GO:0003677, GO:0003713, GO:0005515, GO:0005634, GO:0006357, GO:0007406, GO:0007474, GO:0007480, GO:0008586, GO:0008587, GO:0035060, GO:0043044, GO:0045088, GO:0045893, GO:0070604, GO:2000134"	"DNA binding, transcription coactivator activity, protein binding, nucleus, regulation of transcription from RNA polymerase II promoter, negative regulation of neuroblast proliferation, imaginal disc-derived wing vein specification, imaginal disc-derived leg morphogenesis, imaginal disc-derived wing vein morphogenesis, imaginal disc-derived wing margin morphogenesis, brahma complex, ATP-dependent chromatin remodeling, regulation of innate immune response, positive regulation of transcription, DNA-templated, PBAF complex, negative regulation of G1/S transition of mitotic cell cycle"
"FBgn0002787"	"FBgn0002787"	"GO:0000502, GO:0003674, GO:0005838, GO:0008541, GO:0030425, GO:0043161"	"proteasome complex, molecular_function, proteasome regulatory particle, proteasome regulatory particle, lid subcomplex, dendrite, proteasome-mediated ubiquitin-dependent protein catabolic process"
"FBgn0002789"	"FBgn0002789"	"GO:0003779, GO:0007520, GO:1901739"	"actin binding, myoblast fusion, regulation of myoblast fusion"
"FBgn0002791"	"FBgn0002791"	"GO:0000151, GO:0005680, GO:0031145, GO:0031625, GO:0042787, GO:0045886, GO:0050804, GO:0051726, GO:0061630"	"ubiquitin ligase complex, anaphase-promoting complex, anaphase-promoting complex-dependent catabolic process, ubiquitin protein ligase binding, protein ubiquitination involved in ubiquitin-dependent protein catabolic process, negative regulation of synaptic growth at neuromuscular junction, modulation of chemical synaptic transmission, regulation of cell cycle, ubiquitin protein ligase activity"
"FBgn0002838"	"FBgn0002838"	"GO:0000781, GO:0000794, GO:0005634, GO:0016233"	"chromosome, telomeric region, condensed nuclear chromosome, nucleus, telomere capping"
"FBgn0002842"	"FBgn0002842"	"GO:0001673, GO:0005669, GO:0005730, GO:0007141, GO:0007283, GO:0007286, GO:0010468, GO:0048515, GO:0051321"	"male germ cell nucleus, transcription factor TFIID complex, nucleolus, male meiosis I, spermatogenesis, spermatid development, regulation of gene expression, spermatid differentiation, meiotic cell cycle"
"FBgn0002855"	"FBgn0002855"	"GO:0005576, GO:0005615, GO:0007618, GO:0018991, GO:0030728, GO:0032504, GO:0042802, GO:0045297, GO:0046692, GO:0048042"	"extracellular region, extracellular space, mating, oviposition, ovulation, multicellular organism reproduction, identical protein binding, post-mating behavior, sperm competition, regulation of post-mating oviposition"
"FBgn0002856"	"FBgn0002856"	"GO:0005576, GO:0005615, GO:0007617, GO:0032504"	"extracellular region, extracellular space, mating behavior, multicellular organism reproduction"
"FBgn0002862"	"FBgn0002862"	"GO:0005198, GO:0007283, GO:0036126"	"structural molecule activity, spermatogenesis, sperm flagellum"
"FBgn0002863"	"FBgn0002863"	"GO:0003674, GO:0005615, GO:0032504"	"molecular_function, extracellular space, multicellular organism reproduction"
"FBgn0002865"	"FBgn0002865"	"GO:0003674, GO:0007286, GO:0036126"	"molecular_function, spermatid development, sperm flagellum"
"FBgn0002868"	"FBgn0002868"	"GO:0005575, GO:0010038, GO:0046872, GO:0055065"	"cellular_component, response to metal ion, metal ion binding, metal ion homeostasis"
"FBgn0002869"	"FBgn0002869"	"GO:0005507, GO:0005575, GO:0010038, GO:0046872, GO:0055065"	"copper ion binding, cellular_component, response to metal ion, metal ion binding, metal ion homeostasis"
"FBgn0002872"	"FBgn0002872"	"GO:0000775, GO:0001105, GO:0005719, GO:0006302, GO:0045944, GO:0090052, GO:1902275"	"chromosome, centromeric region, RNA polymerase II transcription coactivator activity, nuclear euchromatin, double-strand break repair, positive regulation of transcription from RNA polymerase II promoter, regulation of chromatin silencing at centromere, regulation of chromatin organization"
"FBgn0002873"	"FBgn0002873"	"GO:0000132, GO:0003677, GO:0005515, GO:0005813, GO:0005819, GO:0005938, GO:0007058, GO:0007411, GO:0016319, GO:0034454, GO:0040040, GO:0045179, GO:0045180, GO:0051233, GO:0055059, GO:0061689"	"establishment of mitotic spindle orientation, DNA binding, protein binding, centrosome, spindle, cell cortex, spindle assembly involved in female meiosis II, axon guidance, mushroom body development, microtubule anchoring at centrosome, thermosensory behavior, apical cortex, basal cortex, spindle midzone, asymmetric neuroblast division, tricellular tight junction"
"FBgn0002878"	"FBgn0002878"	"GO:0000278, GO:0006270, GO:0007095, GO:0033314, GO:0048477"	"mitotic cell cycle, DNA replication initiation, mitotic G2 DNA damage checkpoint, mitotic DNA replication checkpoint, oogenesis"
"FBgn0002887"	"FBgn0002887"	"GO:0003697, GO:0004519, GO:0005634, GO:0006289, GO:0070914"	"single-stranded DNA binding, endonuclease activity, nucleus, nucleotide-excision repair, UV-damage excision repair"
"FBgn0002891"	"FBgn0002891"	"GO:0000166, GO:0000724, GO:0003677, GO:0003887, GO:0005634, GO:0008408, GO:0016035, GO:0019985, GO:0042276"	"nucleotide binding, double-strand break repair via homologous recombination, DNA binding, DNA-directed DNA polymerase activity, nucleus, 3'-5' exonuclease activity, zeta DNA polymerase complex, translesion synthesis, error-prone translesion synthesis"
"FBgn0002899"	"FBgn0002899"	"GO:0003676, GO:0004004, GO:0004386, GO:0005524, GO:0006417, GO:0007294, GO:0008298, GO:0009949, GO:0009951, GO:0010501, GO:0016321, GO:0030717, GO:0048477"	"nucleic acid binding, ATP-dependent RNA helicase activity, helicase activity, ATP binding, regulation of translation, germarium-derived oocyte fate determination, intracellular mRNA localization, polarity specification of anterior/posterior axis, polarity specification of dorsal/ventral axis, RNA secondary structure unwinding, female meiosis chromosome segregation, karyosome formation, oogenesis"
"FBgn0002901"	"FBgn0002901"	"GO:0000077, GO:0000723, GO:0005737, GO:0006281, GO:0007093, GO:0007095, GO:0007131, GO:0007143, GO:0007348, GO:0007444, GO:0009314, GO:0016321, GO:0033314"	"DNA damage checkpoint, telomere maintenance, cytoplasm, DNA repair, mitotic cell cycle checkpoint, mitotic G2 DNA damage checkpoint, reciprocal meiotic recombination, female meiotic nuclear division, regulation of syncytial blastoderm mitotic cell cycle, imaginal disc development, response to radiation, female meiosis chromosome segregation, mitotic DNA replication checkpoint"
"FBgn0002905"	"FBgn0002905"	"GO:0003677, GO:0003887, GO:0004386, GO:0005524, GO:0005737, GO:0006261, GO:0006281, GO:0006289, GO:0097681"	"DNA binding, DNA-directed DNA polymerase activity, helicase activity, ATP binding, cytoplasm, DNA-dependent DNA replication, DNA repair, nucleotide-excision repair, double-strand break repair via alternative nonhomologous end joining"
"FBgn0002906"	"FBgn0002906"	"GO:0000403, GO:0000724, GO:0000731, GO:0000732, GO:0000733, GO:0003678, GO:0004003, GO:0004386, GO:0005524, GO:0005634, GO:0005694, GO:0005737, GO:0006260, GO:0006281, GO:0006302, GO:0006303, GO:0006974, GO:0007131, GO:0008094, GO:0009378, GO:0032508, GO:0043140, GO:0045003, GO:1901291"	"Y-form DNA binding, double-strand break repair via homologous recombination, DNA synthesis involved in DNA repair, strand displacement, DNA strand renaturation, DNA helicase activity, ATP-dependent DNA helicase activity, helicase activity, ATP binding, nucleus, chromosome, cytoplasm, DNA replication, DNA repair, double-strand break repair, double-strand break repair via nonhomologous end joining, cellular response to DNA damage stimulus, reciprocal meiotic recombination, DNA-dependent ATPase activity, four-way junction helicase activity, DNA duplex unwinding, ATP-dependent 3'-5' DNA helicase activity, double-strand break repair via synthesis-dependent strand annealing, negative regulation of double-strand break repair via single-strand annealing"
"FBgn0002909"	"FBgn0002909"	"GO:0000706, GO:0000712, GO:0000715, GO:0005515, GO:0006260, GO:0006281, GO:0007095, GO:0007131, GO:0008283, GO:0008821, GO:0017108, GO:0030716, GO:0033557, GO:0035825, GO:0036297, GO:0043234, GO:0045132, GO:0048257"	"meiotic DNA double-strand break processing, resolution of meiotic recombination intermediates, nucleotide-excision repair, DNA damage recognition, protein binding, DNA replication, DNA repair, mitotic G2 DNA damage checkpoint, reciprocal meiotic recombination, cell proliferation, crossover junction endodeoxyribonuclease activity, 5'-flap endonuclease activity, oocyte fate determination, Slx1-Slx4 complex, reciprocal DNA recombination, interstrand cross-link repair, protein complex, meiotic chromosome segregation, 3'-flap endonuclease activity"
"FBgn0002914"	"FBgn0002914"	"GO:0000278, GO:0000281, GO:0001077, GO:0001135, GO:0003677, GO:0003700, GO:0005634, GO:0005700, GO:0005719, GO:0007030, GO:0007051, GO:0007088, GO:0007098, GO:0007099, GO:0007307, GO:0008283, GO:0008284, GO:0010906, GO:0010971, GO:0030261, GO:0031523, GO:0043565, GO:0044212, GO:0045792, GO:0045931, GO:0090282"	"mitotic cell cycle, mitotic cytokinesis, transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding, transcription factor activity, RNA polymerase II transcription factor recruiting, DNA binding, transcription factor activity, sequence-specific DNA binding, nucleus, polytene chromosome, nuclear euchromatin, Golgi organization, spindle organization, regulation of mitotic nuclear division, centrosome cycle, centriole replication, eggshell chorion gene amplification, cell proliferation, positive regulation of cell proliferation, regulation of glucose metabolic process, positive regulation of G2/M transition of mitotic cell cycle, chromosome condensation, Myb complex, sequence-specific DNA binding, transcription regulatory region DNA binding, negative regulation of cell size, positive regulation of mitotic cell cycle, positive regulation of transcription involved in G2/M transition of mitotic cell cycle"
"FBgn0002917"	"FBgn0002917"	"GO:0005216, GO:0005261, GO:0005886, GO:0006816, GO:0008344, GO:0035176, GO:0042752, GO:0043025, GO:0043679, GO:0045475, GO:0048512, GO:0050975, GO:0055085, GO:0072347, GO:0086010"	"ion channel activity, cation channel activity, plasma membrane, calcium ion transport, adult locomotory behavior, social behavior, regulation of circadian rhythm, neuronal cell body, axon terminus, locomotor rhythm, circadian behavior, sensory perception of touch, transmembrane transport, response to anesthetic, membrane depolarization during action potential"
"FBgn0002921"	"FBgn0002921"	"GO:0001700, GO:0001894, GO:0005391, GO:0005524, GO:0005634, GO:0005737, GO:0005886, GO:0005890, GO:0005918, GO:0006812, GO:0006813, GO:0006814, GO:0007268, GO:0007605, GO:0007626, GO:0007630, GO:0008324, GO:0008340, GO:0008344, GO:0008360, GO:0009266, GO:0009612, GO:0016021, GO:0016323, GO:0019991, GO:0035152, GO:0035158, GO:0035159, GO:0050905, GO:0051124, GO:0060439"	"embryonic development via the syncytial blastoderm, tissue homeostasis, sodium:potassium-exchanging ATPase activity, ATP binding, nucleus, cytoplasm, plasma membrane, sodium:potassium-exchanging ATPase complex, septate junction, cation transport, potassium ion transport, sodium ion transport, chemical synaptic transmission, sensory perception of sound, locomotory behavior, jump response, cation transmembrane transporter activity, determination of adult lifespan, adult locomotory behavior, regulation of cell shape, response to temperature stimulus, response to mechanical stimulus, integral component of membrane, basolateral plasma membrane, septate junction assembly, regulation of tube architecture, open tracheal system, regulation of tube diameter, open tracheal system, regulation of tube length, open tracheal system, neuromuscular process, synaptic growth at neuromuscular junction, trachea morphogenesis"
"FBgn0002922"	"FBgn0002922"	"GO:0000978, GO:0001228, GO:0003700, GO:0003705, GO:0005634, GO:0005737, GO:0006355, GO:0007517, GO:0007526, GO:0016202, GO:0016204, GO:0045663, GO:0046983, GO:1901741"	"RNA polymerase II core promoter proximal region sequence-specific DNA binding, transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding, transcription factor activity, sequence-specific DNA binding, transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding, nucleus, cytoplasm, regulation of transcription, DNA-templated, muscle organ development, larval somatic muscle development, regulation of striated muscle tissue development, determination of muscle attachment site, positive regulation of myoblast differentiation, protein dimerization activity, positive regulation of myoblast fusion"
"FBgn0002924"	"FBgn0002924"	"GO:0000022, GO:0000212, GO:0001578, GO:0003777, GO:0005524, GO:0005634, GO:0005813, GO:0005819, GO:0005871, GO:0007018, GO:0007051, GO:0007052, GO:0007056, GO:0007059, GO:0007100, GO:0008017, GO:0008569, GO:0016887, GO:0030981, GO:0031534, GO:0032837, GO:0032888, GO:0042803, GO:0048471, GO:0051028, GO:0072687, GO:0090306, GO:0090307, GO:1901673, GO:1990498"	"mitotic spindle elongation, meiotic spindle organization, microtubule bundle formation, microtubule motor activity, ATP binding, nucleus, centrosome, spindle, kinesin complex, microtubule-based movement, spindle organization, mitotic spindle organization, spindle assembly involved in female meiosis, chromosome segregation, mitotic centrosome separation, microtubule binding, ATP-dependent microtubule motor activity, minus-end-directed, ATPase activity, cortical microtubule cytoskeleton, minus-end directed microtubule sliding, distributive segregation, regulation of mitotic spindle elongation, protein homodimerization activity, perinuclear region of cytoplasm, mRNA transport, meiotic spindle, spindle assembly involved in meiosis, mitotic spindle assembly, regulation of mitotic spindle assembly, mitotic spindle microtubule"
"FBgn0002926"	"FBgn0002926"	"GO:0004252, GO:0006508, GO:0007306, GO:0007310, GO:0007313, GO:0007343, GO:0008063, GO:0008233, GO:0008236, GO:0009950, GO:0016485"	"serine-type endopeptidase activity, proteolysis, eggshell chorion assembly, oocyte dorsal/ventral axis specification, maternal specification of dorsal/ventral axis, oocyte, soma encoded, egg activation, Toll signaling pathway, peptidase activity, serine-type peptidase activity, dorsal/ventral axis specification, protein processing"
"FBgn0002930"	"FBgn0002930"	"GO:0004867, GO:0005615, GO:0006955, GO:0008063, GO:0009620, GO:0019732, GO:0030162, GO:0045751"	"serine-type endopeptidase inhibitor activity, extracellular space, immune response, Toll signaling pathway, response to fungus, antifungal humoral response, regulation of proteolysis, negative regulation of Toll signaling pathway"
"FBgn0002931"	"FBgn0002931"	"GO:0000122, GO:0003700, GO:0006355, GO:0007474, GO:0008586, GO:0010906, GO:0030154, GO:0046983"	"negative regulation of transcription from RNA polymerase II promoter, transcription factor activity, sequence-specific DNA binding, regulation of transcription, DNA-templated, imaginal disc-derived wing vein specification, imaginal disc-derived wing vein morphogenesis, regulation of glucose metabolic process, cell differentiation, protein dimerization activity"
"FBgn0002932"	"FBgn0002932"	"GO:0000209, GO:0001964, GO:0002121, GO:0005515, GO:0005737, GO:0005768, GO:0005886, GO:0007398, GO:0007399, GO:0007419, GO:0007422, GO:0007423, GO:0007476, GO:0007498, GO:0007616, GO:0008104, GO:0008270, GO:0008356, GO:0008593, GO:0016360, GO:0030707, GO:0030718, GO:0031987, GO:0035204, GO:0042048, GO:0045314, GO:0045747, GO:0046331, GO:0046532, GO:0048471, GO:0048749, GO:0048854, GO:0051260, GO:0061630, GO:1901981"	"protein polyubiquitination, startle response, inter-male aggressive behavior, protein binding, cytoplasm, endosome, plasma membrane, ectoderm development, nervous system development, ventral cord development, peripheral nervous system development, sensory organ development, imaginal disc-derived wing morphogenesis, mesoderm development, long-term memory, protein localization, zinc ion binding, asymmetric cell division, regulation of Notch signaling pathway, sensory organ precursor cell fate determination, ovarian follicle cell development, germ-line stem cell population maintenance, locomotion involved in locomotory behavior, negative regulation of lamellocyte differentiation, olfactory behavior, regulation of compound eye photoreceptor development, positive regulation of Notch signaling pathway, lateral inhibition, regulation of photoreceptor cell differentiation, perinuclear region of cytoplasm, compound eye development, brain morphogenesis, protein homooligomerization, ubiquitin protein ligase activity, phosphatidylinositol phosphate binding"
"FBgn0002936"	"FBgn0002936"	"GO:0000413, GO:0003755, GO:0005788, GO:0006457, GO:0006458, GO:0006491, GO:0006517, GO:0006810, GO:0007602, GO:0007603, GO:0016018, GO:0016021, GO:0016028, GO:0016063, GO:0031410, GO:0031965, GO:0045494, GO:0046154, GO:0070059"	"protein peptidyl-prolyl isomerization, peptidyl-prolyl cis-trans isomerase activity, endoplasmic reticulum lumen, protein folding, 'de novo' protein folding, N-glycan processing, protein deglycosylation, transport, phototransduction, phototransduction, visible light, cyclosporin A binding, integral component of membrane, rhabdomere, rhodopsin biosynthetic process, cytoplasmic vesicle, nuclear membrane, photoreceptor cell maintenance, rhodopsin metabolic process, intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"
"FBgn0002937"	"FBgn0002937"	"GO:0003834, GO:0004744, GO:0007602, GO:0007603, GO:0007604, GO:0009110, GO:0010436, GO:0016063, GO:0016119, GO:0035238, GO:0042574, GO:0055114"	"beta-carotene 15,15'-monooxygenase activity, retinal isomerase activity, phototransduction, phototransduction, visible light, phototransduction, UV, vitamin biosynthetic process, carotenoid dioxygenase activity, rhodopsin biosynthetic process, carotene metabolic process, vitamin A biosynthetic process, retinal metabolic process, oxidation-reduction process"
"FBgn0002938"	"FBgn0002938"	"GO:0003774, GO:0004672, GO:0004674, GO:0004702, GO:0004713, GO:0005516, GO:0005524, GO:0005737, GO:0006468, GO:0006886, GO:0007010, GO:0007603, GO:0007604, GO:0008104, GO:0009416, GO:0016027, GO:0016028, GO:0016059, GO:0016062, GO:0016459, GO:0016461, GO:0033227, GO:0035091, GO:0042385, GO:0042623, GO:0045494, GO:1990146"	"motor activity, protein kinase activity, protein serine/threonine kinase activity, signal transducer, downstream of receptor, with serine/threonine kinase activity, protein tyrosine kinase activity, calmodulin binding, ATP binding, cytoplasm, protein phosphorylation, intracellular protein transport, cytoskeleton organization, phototransduction, visible light, phototransduction, UV, protein localization, response to light stimulus, inaD signaling complex, rhabdomere, deactivation of rhodopsin mediated signaling, adaptation of rhodopsin mediated signaling, myosin complex, unconventional myosin complex, dsRNA transport, phosphatidylinositol binding, myosin III complex, ATPase activity, coupled, photoreceptor cell maintenance, protein localization to rhabdomere"
"FBgn0002939"	"FBgn0002939"	"GO:0005044, GO:0007602, GO:0007603, GO:0007604, GO:0016020, GO:0016063, GO:0046867"	"scavenger receptor activity, phototransduction, phototransduction, visible light, phototransduction, UV, membrane, rhodopsin biosynthetic process, carotenoid transport"
"FBgn0002940"	"FBgn0002940"	"GO:0005515, GO:0005767, GO:0005771, GO:0005791, GO:0005886, GO:0007186, GO:0007601, GO:0007602, GO:0008020, GO:0008344, GO:0008594, GO:0009584, GO:0009589, GO:0009642, GO:0016021, GO:0016027, GO:0016028, GO:0016029, GO:0030265, GO:0031410, GO:0042052, GO:0042331, GO:0043052, GO:0046673, GO:0071632, GO:0097038"	"protein binding, secondary lysosome, multivesicular body, rough endoplasmic reticulum, plasma membrane, G-protein coupled receptor signaling pathway, visual perception, phototransduction, G-protein coupled photoreceptor activity, adult locomotory behavior, photoreceptor cell morphogenesis, detection of visible light, detection of UV, response to light intensity, integral component of membrane, inaD signaling complex, rhabdomere, subrhabdomeral cisterna, phospholipase C-activating rhodopsin mediated signaling pathway, cytoplasmic vesicle, rhabdomere development, phototaxis, thermotaxis, negative regulation of compound eye retinal cell programmed cell death, optomotor response, perinuclear endoplasmic reticulum"
"FBgn0002941"	"FBgn0002941"	"GO:0000122, GO:0005634, GO:0007501, GO:0007517, GO:0007521, GO:0043565"	"negative regulation of transcription from RNA polymerase II promoter, nucleus, mesodermal cell fate specification, muscle organ development, muscle cell fate determination, sequence-specific DNA binding"
"FBgn0002945"	"FBgn0002945"	"GO:0005634, GO:0005737, GO:0007367, GO:0008270, GO:0014018, GO:0030165, GO:0030178"	"nucleus, cytoplasm, segment polarity determination, zinc ion binding, neuroblast fate specification, PDZ domain binding, negative regulation of Wnt signaling pathway"
"FBgn0002948"	"FBgn0002948"	"GO:0003777, GO:0005524, GO:0005871, GO:0007018, GO:0007057, GO:0007143, GO:0008574, GO:0031116, GO:0032837, GO:0045132, GO:0051010, GO:0051296"	"microtubule motor activity, ATP binding, kinesin complex, microtubule-based movement, spindle assembly involved in female meiosis I, female meiotic nuclear division, ATP-dependent microtubule motor activity, plus-end-directed, positive regulation of microtubule polymerization, distributive segregation, meiotic chromosome segregation, microtubule plus-end binding, establishment of meiotic spindle orientation"
