"gene_id"	"GO.ID"	"GO.names"
"FBgn0004052"	"FBgn0004052"	"GO:0005515, GO:0005737, GO:0007369, GO:0007370, GO:0010972, GO:0030332, GO:0045839"	"protein binding, cytoplasm, gastrulation, ventral furrow formation, negative regulation of G2/M transition of mitotic cell cycle, cyclin binding, negative regulation of mitotic nuclear division"
"FBgn0004053"	"FBgn0004053"	"GO:0000978, GO:0000981, GO:0003700, GO:0005634, GO:0007378, GO:0043565, GO:0045944, GO:0048749"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA-binding transcription factor activity, nucleus, amnioserosa formation, sequence-specific DNA binding, positive regulation of transcription by RNA polymerase II, compound eye development"
"FBgn0004054"	"FBgn0004054"	"GO:0000978, GO:0003700, GO:0005634, GO:0045944"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, nucleus, positive regulation of transcription by RNA polymerase II"
"FBgn0004055"	"FBgn0004055"	"GO:0005886, GO:0007411, GO:0007413"	"plasma membrane, axon guidance, axonal fasciculation"
"FBgn0004057"	"FBgn0004057"	"GO:0004345, GO:0006006, GO:0006739, GO:0050661, GO:0051156, GO:0055114"	"glucose-6-phosphate dehydrogenase activity, glucose metabolic process, NADP metabolic process, NADP binding, glucose 6-phosphate metabolic process, oxidation-reduction process"
"FBgn0004066"	"FBgn0004066"	"GO:0000502, GO:0004175, GO:0004298, GO:0005634, GO:0005737, GO:0005839, GO:0010498, GO:0010499, GO:0019773, GO:0043161"	"proteasome complex, endopeptidase activity, threonine-type endopeptidase activity, nucleus, cytoplasm, proteasome core complex, proteasomal protein catabolic process, proteasomal ubiquitin-independent protein catabolic process, proteasome core complex, alpha-subunit complex, proteasome-mediated ubiquitin-dependent protein catabolic process"
"FBgn0004087"	"FBgn0004087"	"GO:0004146, GO:0005515, GO:0005739, GO:0006545, GO:0046452, GO:0046654, GO:0046655, GO:0050661, GO:0055114"	"dihydrofolate reductase activity, protein binding, mitochondrion, glycine biosynthetic process, dihydrofolate metabolic process, tetrahydrofolate biosynthetic process, folic acid metabolic process, NADP binding, oxidation-reduction process"
"FBgn0004101"	"FBgn0004101"	"GO:0000987, GO:0001228, GO:0002168, GO:0005634, GO:0007424, GO:0007430, GO:0007475, GO:0007476, GO:0007614, GO:0008586, GO:0030154, GO:0030431, GO:0033613, GO:0035209, GO:0035220, GO:0045944, GO:0046983"	"cis-regulatory region sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific, instar larval development, nucleus, open tracheal system development, terminal branching, open tracheal system, apposition of dorsal and ventral imaginal disc-derived wing surfaces, imaginal disc-derived wing morphogenesis, short-term memory, imaginal disc-derived wing vein morphogenesis, cell differentiation, sleep, activating transcription factor binding, pupal development, wing disc development, positive regulation of transcription by RNA polymerase II, protein dimerization activity"
"FBgn0004102"	"FBgn0004102"	"GO:0000122, GO:0001228, GO:0001700, GO:0001745, GO:0005634, GO:0007355, GO:0007389, GO:0007399, GO:0007417, GO:0007419, GO:0007420, GO:0007628, GO:0008056, GO:0010628, GO:0035284, GO:0035288, GO:0042051, GO:0042052, GO:0042463, GO:0042803, GO:0043565, GO:0045315, GO:0045871, GO:0045872, GO:0045944, GO:0046552, GO:0046982, GO:0048816, GO:0061541"	"negative regulation of transcription by RNA polymerase II, DNA-binding transcription activator activity, RNA polymerase II-specific, embryonic development via the syncytial blastoderm, compound eye morphogenesis, nucleus, anterior region determination, pattern specification process, nervous system development, central nervous system development, ventral cord development, brain development, adult walking behavior, ocellus development, positive regulation of gene expression, brain segmentation, anterior head segmentation, compound eye photoreceptor development, rhabdomere development, ocellus photoreceptor cell development, protein homodimerization activity, sequence-specific DNA binding, positive regulation of compound eye photoreceptor development, negative regulation of rhodopsin gene expression, positive regulation of rhodopsin gene expression, positive regulation of transcription by RNA polymerase II, photoreceptor cell fate commitment, protein heterodimerization activity, ocellus morphogenesis, rhabdomere morphogenesis"
"FBgn0004103"	"FBgn0004103"	"GO:0000164, GO:0000278, GO:0004722, GO:0005515, GO:0005634, GO:0005700, GO:0005737, GO:0006470, GO:0007059, GO:0007080, GO:0007399, GO:0007411, GO:0007611, GO:0008344, GO:0008355, GO:0008542, GO:0017018, GO:0030261, GO:0040011, GO:0046579, GO:0048477, GO:0051225, GO:0072357, GO:0090263, GO:1904886"	"protein phosphatase type 1 complex, mitotic cell cycle, protein serine/threonine phosphatase activity, protein binding, nucleus, polytene chromosome, cytoplasm, protein dephosphorylation, chromosome segregation, mitotic metaphase plate congression, nervous system development, axon guidance, learning or memory, adult locomotory behavior, olfactory learning, visual learning, myosin phosphatase activity, chromosome condensation, locomotion, positive regulation of Ras protein signal transduction, oogenesis, spindle assembly, PTW/PP1 phosphatase complex, positive regulation of canonical Wnt signaling pathway, beta-catenin destruction complex disassembly"
"FBgn0004106"	"FBgn0004106"	"GO:0000082, GO:0000086, GO:0001700, GO:0004672, GO:0004674, GO:0004693, GO:0005515, GO:0005524, GO:0005634, GO:0006468, GO:0007095, GO:0007140, GO:0007284, GO:0008353, GO:0030174, GO:0030707, GO:0032880, GO:0044818, GO:0048142, GO:0055059, GO:1901987"	"G1/S transition of mitotic cell cycle, G2/M transition of mitotic cell cycle, embryonic development via the syncytial blastoderm, protein kinase activity, protein serine/threonine kinase activity, cyclin-dependent protein serine/threonine kinase activity, protein binding, ATP binding, nucleus, protein phosphorylation, mitotic G2 DNA damage checkpoint, male meiotic nuclear division, spermatogonial cell division, RNA polymerase II CTD heptapeptide repeat kinase activity, regulation of DNA-dependent DNA replication initiation, ovarian follicle cell development, regulation of protein localization, mitotic G2/M transition checkpoint, germarium-derived cystoblast division, asymmetric neuroblast division, regulation of cell cycle phase transition"
"FBgn0004107"	"FBgn0004107"	"GO:0000082, GO:0000086, GO:0000307, GO:0004693, GO:0005524, GO:0005634, GO:0005737, GO:0006468, GO:0007275, GO:0008284, GO:0010389, GO:0010468, GO:0030332, GO:0046427"	"G1/S transition of mitotic cell cycle, G2/M transition of mitotic cell cycle, cyclin-dependent protein kinase holoenzyme complex, cyclin-dependent protein serine/threonine kinase activity, ATP binding, nucleus, cytoplasm, protein phosphorylation, multicellular organism development, positive regulation of cell population proliferation, regulation of G2/M transition of mitotic cell cycle, regulation of gene expression, cyclin binding, positive regulation of receptor signaling pathway via JAK-STAT"
"FBgn0004108"	"FBgn0004108"	"GO:0005615, GO:0005737, GO:0005886, GO:0007409, GO:0007411, GO:0007413, GO:0007417, GO:0016323, GO:0052689"	"extracellular space, cytoplasm, plasma membrane, axonogenesis, axon guidance, axonal fasciculation, central nervous system development, basolateral plasma membrane, carboxylic ester hydrolase activity"
"FBgn0004110"	"FBgn0004110"	"GO:0000978, GO:0000981, GO:0003677, GO:0003700, GO:0005634, GO:0007280, GO:0007419, GO:0007435, GO:0007498, GO:0007501, GO:0007506, GO:0007507, GO:0007510, GO:0007552, GO:0008354, GO:0008406, GO:0010002, GO:0030154, GO:0035050, GO:0035051, GO:0043565, GO:0045892, GO:0045893, GO:0045944, GO:0048542, GO:0048615, GO:0055007, GO:0061101, GO:0061320, GO:0071907"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding, DNA-binding transcription factor activity, RNA polymerase II-specific, DNA binding, DNA-binding transcription factor activity, nucleus, pole cell migration, ventral cord development, salivary gland morphogenesis, mesoderm development, mesodermal cell fate specification, gonadal mesoderm development, heart development, cardioblast cell fate determination, metamorphosis, germ cell migration, gonad development, cardioblast differentiation, cell differentiation, embryonic heart tube development, cardiocyte differentiation, sequence-specific DNA binding, negative regulation of transcription, DNA-templated, positive regulation of transcription, DNA-templated, positive regulation of transcription by RNA polymerase II, lymph gland development, embryonic anterior midgut (ectodermal) morphogenesis, cardiac muscle cell differentiation, neuroendocrine cell differentiation, pericardial nephrocyte differentiation, determination of digestive tract left/right asymmetry"
"FBgn0004117"	"FBgn0004117"	"GO:0005884, GO:0006936, GO:0007015, GO:0007507, GO:0051015, GO:0060298"	"actin filament, muscle contraction, actin filament organization, heart development, actin filament binding, positive regulation of sarcomere organization"
"FBgn0004118"	"FBgn0004118"	"GO:0004888, GO:0005887, GO:0005892, GO:0007165, GO:0007268, GO:0007271, GO:0017085, GO:0022848, GO:0034220, GO:0042391, GO:0043005, GO:0045202, GO:0045211, GO:0050877"	"transmembrane signaling receptor activity, integral component of plasma membrane, acetylcholine-gated channel complex, signal transduction, chemical synaptic transmission, synaptic transmission, cholinergic, response to insecticide, acetylcholine-gated cation-selective channel activity, ion transmembrane transport, regulation of membrane potential, neuron projection, synapse, postsynaptic membrane, nervous system process"
"FBgn0004132"	"FBgn0004132"	"GO:0005737, GO:0005783, GO:0005788, GO:0006457, GO:0006612, GO:0006888, GO:0012505, GO:0045177"	"cytoplasm, endoplasmic reticulum, endoplasmic reticulum lumen, protein folding, protein targeting to membrane, endoplasmic reticulum to Golgi vesicle-mediated transport, endomembrane system, apical part of cell"
"FBgn0004133"	"FBgn0004133"	"GO:0002102, GO:0005515, GO:0005737, GO:0007498, GO:0007520, GO:0030036"	"podosome, protein binding, cytoplasm, mesoderm development, myoblast fusion, actin cytoskeleton organization"
"FBgn0004143"	"FBgn0004143"	"GO:0005911, GO:0005912, GO:0007043, GO:0007349, GO:0008104, GO:0008360, GO:0016331, GO:0036089"	"cell-cell junction, adherens junction, cell-cell junction assembly, cellularization, protein localization, regulation of cell shape, morphogenesis of embryonic epithelium, cleavage furrow formation"
"FBgn0004167"	"FBgn0004167"	"GO:0003779, GO:0005515, GO:0005543, GO:0005886, GO:0005912, GO:0006897, GO:0007009, GO:0008017, GO:0010797, GO:0016324, GO:0016327, GO:0030707, GO:0032432, GO:0032509, GO:0042060, GO:0045186"	"actin binding, protein binding, phospholipid binding, plasma membrane, adherens junction, endocytosis, plasma membrane organization, microtubule binding, regulation of multivesicular body size involved in endosome transport, apical plasma membrane, apicolateral plasma membrane, ovarian follicle cell development, actin filament bundle, endosome transport via multivesicular body sorting pathway, wound healing, zonula adherens assembly"
"FBgn0004168"	"FBgn0004168"	"GO:0001586, GO:0002121, GO:0004930, GO:0004993, GO:0005887, GO:0007187, GO:0007198, GO:0007208, GO:0007210, GO:0007268, GO:0007615, GO:0008049, GO:0008227, GO:0016021, GO:0030425, GO:0030594, GO:0045187"	"Gi/o-coupled serotonin receptor activity, inter-male aggressive behavior, G protein-coupled receptor activity, G protein-coupled serotonin receptor activity, integral component of plasma membrane, G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger, adenylate cyclase-inhibiting serotonin receptor signaling pathway, phospholipase C-activating serotonin receptor signaling pathway, serotonin receptor signaling pathway, chemical synaptic transmission, anesthesia-resistant memory, male courtship behavior, G protein-coupled amine receptor activity, integral component of membrane, dendrite, neurotransmitter receptor activity, regulation of circadian sleep/wake cycle, sleep"
"FBgn0004169"	"FBgn0004169"	"GO:0003009, GO:0005509, GO:0005523, GO:0005861, GO:0005865, GO:0006874, GO:0006936, GO:0006937, GO:0007005, GO:0007498, GO:0030239, GO:0030240, GO:0030899, GO:0045214, GO:0046716, GO:0048644, GO:0060048"	"skeletal muscle contraction, calcium ion binding, tropomyosin binding, troponin complex, striated muscle thin filament, cellular calcium ion homeostasis, muscle contraction, regulation of muscle contraction, mitochondrion organization, mesoderm development, myofibril assembly, skeletal muscle thin filament assembly, calcium-dependent ATPase activity, sarcomere organization, muscle cell cellular homeostasis, muscle organ morphogenesis, cardiac muscle contraction"
"FBgn0004170"	"FBgn0004170"	"GO:0000977, GO:0001228, GO:0003700, GO:0005515, GO:0005667, GO:0006355, GO:0006357, GO:0007346, GO:0007399, GO:0007400, GO:0007417, GO:0007419, GO:0007422, GO:0007423, GO:0007530, GO:0007540, GO:0008134, GO:0008407, GO:0022416, GO:0030182, GO:0035883, GO:0043066, GO:0043565, GO:0045944, GO:0046982, GO:0050767, GO:0061382, GO:0090575"	"RNA polymerase II regulatory region sequence-specific DNA binding, DNA-binding transcription activator activity, RNA polymerase II-specific, DNA-binding transcription factor activity, protein binding, transcription factor complex, regulation of transcription, DNA-templated, regulation of transcription by RNA polymerase II, regulation of mitotic cell cycle, nervous system development, neuroblast fate determination, central nervous system development, ventral cord development, peripheral nervous system development, sensory organ development, sex determination, sex determination, establishment of X:A ratio, transcription factor binding, chaeta morphogenesis, chaeta development, neuron differentiation, enteroendocrine cell differentiation, negative regulation of apoptotic process, sequence-specific DNA binding, positive regulation of transcription by RNA polymerase II, protein heterodimerization activity, regulation of neurogenesis, Malpighian tubule tip cell differentiation, RNA polymerase II transcription factor complex"
"FBgn0004171"	"FBgn0004171"	"GO:0003674, GO:0007286, GO:0036126"	"molecular_function, spermatid development, sperm flagellum"
"FBgn0004172"	"FBgn0004172"	"GO:0003674, GO:0005575, GO:0007283, GO:0007288"	"molecular_function, cellular_component, spermatogenesis, sperm axoneme assembly"
"FBgn0004173"	"FBgn0004173"	"GO:0003674, GO:0005575, GO:0007283, GO:0007288"	"molecular_function, cellular_component, spermatogenesis, sperm axoneme assembly"
"FBgn0004174"	"FBgn0004174"	"GO:0003674, GO:0005575, GO:0007283, GO:0007288"	"molecular_function, cellular_component, spermatogenesis, sperm axoneme assembly"
"FBgn0004175"	"FBgn0004175"	"GO:0003674, GO:0005575, GO:0007283, GO:0007288"	"molecular_function, cellular_component, spermatogenesis, sperm axoneme assembly"
"FBgn0004177"	"FBgn0004177"	"GO:0000159, GO:0000226, GO:0000278, GO:0001933, GO:0004722, GO:0005654, GO:0005737, GO:0005814, GO:0006470, GO:0006914, GO:0007051, GO:0007059, GO:0007098, GO:0007099, GO:0007406, GO:0007465, GO:0009416, GO:0019208, GO:0035331, GO:0045879, GO:0045880, GO:0046627, GO:0048190, GO:0048477, GO:0051225, GO:0051898, GO:0055059, GO:0090162, GO:0090263"	"protein phosphatase type 2A complex, microtubule cytoskeleton organization, mitotic cell cycle, negative regulation of protein phosphorylation, protein serine/threonine phosphatase activity, nucleoplasm, cytoplasm, centriole, protein dephosphorylation, autophagy, spindle organization, chromosome segregation, centrosome cycle, centriole replication, negative regulation of neuroblast proliferation, R7 cell fate commitment, response to light stimulus, phosphatase regulator activity, negative regulation of hippo signaling, negative regulation of smoothened signaling pathway, positive regulation of smoothened signaling pathway, negative regulation of insulin receptor signaling pathway, wing disc dorsal/ventral pattern formation, oogenesis, spindle assembly, negative regulation of protein kinase B signaling, asymmetric neuroblast division, establishment of epithelial cell polarity, positive regulation of canonical Wnt signaling pathway"
"FBgn0004179"	"FBgn0004179"	"GO:0005886, GO:0006457, GO:0006887, GO:0008021, GO:0016079, GO:0043195, GO:0061176, GO:0061177, GO:0070050, GO:1900073, GO:1903035"	"plasma membrane, protein folding, exocytosis, synaptic vesicle, synaptic vesicle exocytosis, terminal bouton, type Ib terminal bouton, type Is terminal bouton, neuron cellular homeostasis, regulation of neuromuscular synaptic transmission, negative regulation of response to wounding"
"FBgn0004181"	"FBgn0004181"	"GO:0005576, GO:0005615, GO:0032504, GO:0042628, GO:0045297"	"extracellular region, extracellular space, multicellular organism reproduction, mating plug formation, post-mating behavior"
"FBgn0004183"	"FBgn0004183"	"GO:0000398, GO:0005685, GO:0006325"	"mRNA splicing, via spliceosome, U1 snRNP, chromatin organization"
"FBgn0004185"	"FBgn0004185"	"GO:0000398, GO:0005685"	"mRNA splicing, via spliceosome, U1 snRNP"
"FBgn0004186"	"FBgn0004186"	"GO:0000398, GO:0005685"	"mRNA splicing, via spliceosome, U1 snRNP"
"FBgn0004187"	"FBgn0004187"	"GO:0000398, GO:0005685"	"mRNA splicing, via spliceosome, U1 snRNP"
"FBgn0004188"	"FBgn0004188"	"GO:0000398, GO:0005688"	"mRNA splicing, via spliceosome, U6 snRNP"
"FBgn0004189"	"FBgn0004189"	"GO:0000398, GO:0005688"	"mRNA splicing, via spliceosome, U6 snRNP"
"FBgn0004190"	"FBgn0004190"	"GO:0000398, GO:0005688"	"mRNA splicing, via spliceosome, U6 snRNP"
"FBgn0004191"	"FBgn0004191"	"GO:0000398, GO:0005686, GO:0015030"	"mRNA splicing, via spliceosome, U2 snRNP, Cajal body"
"FBgn0004192"	"FBgn0004192"	"GO:0000398, GO:0005686, GO:0015030"	"mRNA splicing, via spliceosome, U2 snRNP, Cajal body"
"FBgn0004197"	"FBgn0004197"	"GO:0005112, GO:0005509, GO:0005515, GO:0005886, GO:0007219, GO:0007423, GO:0007435, GO:0007436, GO:0007476, GO:0008587, GO:0009986, GO:0014009, GO:0016021, GO:0016324, GO:0016330, GO:0030673, GO:0030718, GO:0035017, GO:0035167, GO:0035204, GO:0035214, GO:0036011, GO:0042688, GO:0043208, GO:0045179, GO:0046331, GO:0048018, GO:0048100, GO:0048749"	"Notch binding, calcium ion binding, protein binding, plasma membrane, Notch signaling pathway, sensory organ development, salivary gland morphogenesis, larval salivary gland morphogenesis, imaginal disc-derived wing morphogenesis, imaginal disc-derived wing margin morphogenesis, cell surface, glial cell proliferation, integral component of membrane, apical plasma membrane, second mitotic wave involved in compound eye morphogenesis, axolemma, germ-line stem cell population maintenance, cuticle pattern formation, larval lymph gland hemopoiesis, negative regulation of lamellocyte differentiation, eye-antennal disc development, imaginal disc-derived leg segmentation, crystal cell differentiation, glycosphingolipid binding, apical cortex, lateral inhibition, receptor ligand activity, wing disc anterior/posterior pattern formation, compound eye development"
"FBgn0004198"	"FBgn0004198"	"GO:0000122, GO:0000139, GO:0000976, GO:0000977, GO:0003677, GO:0005634, GO:0006355, GO:0007417, GO:0007422, GO:0007424, GO:0007443, GO:0007469, GO:0007605, GO:0008585, GO:0008587, GO:0030713, GO:0035277, GO:0048098, GO:0048193, GO:0048477, GO:0048813, GO:0060288, GO:0061332, GO:0070983"	"negative regulation of transcription by RNA polymerase II, Golgi membrane, transcription regulatory region sequence-specific DNA binding, RNA polymerase II regulatory region sequence-specific DNA binding, DNA binding, nucleus, regulation of transcription, DNA-templated, central nervous system development, peripheral nervous system development, open tracheal system development, Malpighian tubule morphogenesis, antennal development, sensory perception of sound, female gonad development, imaginal disc-derived wing margin morphogenesis, ovarian follicle cell stalk formation, spiracle morphogenesis, open tracheal system, antennal joint development, Golgi vesicle transport, oogenesis, dendrite morphogenesis, formation of a compartment boundary, Malpighian tubule bud morphogenesis, dendrite guidance"
"FBgn0004227"	"FBgn0004227"	"GO:0000398, GO:0000976, GO:0003676, GO:0003729, GO:0005634, GO:0006355, GO:0007601, GO:0007632, GO:0042331, GO:0045433, GO:0071011, GO:0071013"	"mRNA splicing, via spliceosome, transcription regulatory region sequence-specific DNA binding, nucleic acid binding, mRNA binding, nucleus, regulation of transcription, DNA-templated, visual perception, visual behavior, phototaxis, male courtship behavior, veined wing generated song production, precatalytic spliceosome, catalytic step 2 spliceosome"
"FBgn0004237"	"FBgn0004237"	"GO:0000278, GO:0000381, GO:0000785, GO:0000792, GO:0001745, GO:0003723, GO:0003729, GO:0003730, GO:0005634, GO:0005654, GO:0005703, GO:0007281, GO:0007283, GO:0008266, GO:0008585, GO:0009408, GO:0034046, GO:0035062, GO:0042594, GO:0043565, GO:0048026, GO:0051252, GO:1990904"	"mitotic cell cycle, regulation of alternative mRNA splicing, via spliceosome, chromatin, heterochromatin, compound eye morphogenesis, RNA binding, mRNA binding, mRNA 3'-UTR binding, nucleus, nucleoplasm, polytene chromosome puff, germ cell development, spermatogenesis, poly(U) RNA binding, female gonad development, response to heat, poly(G) binding, omega speckle, response to starvation, sequence-specific DNA binding, positive regulation of mRNA splicing, via spliceosome, regulation of RNA metabolic process, ribonucleoprotein complex"
"FBgn0004240"	"FBgn0004240"	"GO:0005615, GO:0009617, GO:0019731, GO:0042742, GO:0045089, GO:0050829, GO:0050830, GO:0055093"	"extracellular space, response to bacterium, antibacterial humoral response, defense response to bacterium, positive regulation of innate immune response, defense response to Gram-negative bacterium, defense response to Gram-positive bacterium, response to hyperoxia"
"FBgn0004242"	"FBgn0004242"	"GO:0000149, GO:0001786, GO:0005509, GO:0005515, GO:0005544, GO:0005886, GO:0007268, GO:0007269, GO:0007317, GO:0008021, GO:0008345, GO:0014059, GO:0016021, GO:0016079, GO:0016192, GO:0017156, GO:0017158, GO:0019905, GO:0030276, GO:0030285, GO:0030424, GO:0030672, GO:0031045, GO:0031340, GO:0031594, GO:0042803, GO:0043195, GO:0048488, GO:0048791, GO:0050803, GO:0060024, GO:0070382, GO:0071277, GO:0150007, GO:1900073"	"SNARE binding, phosphatidylserine binding, calcium ion binding, protein binding, calcium-dependent phospholipid binding, plasma membrane, chemical synaptic transmission, neurotransmitter secretion, regulation of pole plasm oskar mRNA localization, synaptic vesicle, larval locomotory behavior, regulation of dopamine secretion, integral component of membrane, synaptic vesicle exocytosis, vesicle-mediated transport, calcium-ion regulated exocytosis, regulation of calcium ion-dependent exocytosis, syntaxin binding, clathrin binding, integral component of synaptic vesicle membrane, axon, synaptic vesicle membrane, dense core granule, positive regulation of vesicle fusion, neuromuscular junction, protein homodimerization activity, terminal bouton, synaptic vesicle endocytosis, calcium ion-regulated exocytosis of neurotransmitter, regulation of synapse structure or activity, rhythmic synaptic transmission, exocytic vesicle, cellular response to calcium ion, clathrin-dependent synaptic vesicle endocytosis, regulation of neuromuscular synaptic transmission"
"FBgn0004244"	"FBgn0004244"	"GO:0002121, GO:0004890, GO:0005886, GO:0005887, GO:0006811, GO:0007165, GO:0007268, GO:0009612, GO:0016021, GO:0022851, GO:0030424, GO:0030425, GO:0030431, GO:0030594, GO:0032589, GO:0032809, GO:0034220, GO:0042048, GO:0042391, GO:0042493, GO:0042749, GO:0043005, GO:0045202, GO:0050805, GO:0050877, GO:0090328"	"inter-male aggressive behavior, GABA-A receptor activity, plasma membrane, integral component of plasma membrane, ion transport, signal transduction, chemical synaptic transmission, response to mechanical stimulus, integral component of membrane, GABA-gated chloride ion channel activity, axon, dendrite, sleep, neurotransmitter receptor activity, neuron projection membrane, neuronal cell body membrane, ion transmembrane transport, olfactory behavior, regulation of membrane potential, response to drug, regulation of circadian sleep/wake cycle, neuron projection, synapse, negative regulation of synaptic transmission, nervous system process, regulation of olfactory learning"
"FBgn0004359"	"FBgn0004359"	"GO:0007370, GO:0016324"	"ventral furrow formation, apical plasma membrane"
"FBgn0004360"	"FBgn0004360"	"GO:0005102, GO:0005109, GO:0005576, GO:0005615, GO:0007424, GO:0007517, GO:0016055, GO:0030182, GO:0045165, GO:0048675, GO:0060070, GO:0060250"	"signaling receptor binding, frizzled binding, extracellular region, extracellular space, open tracheal system development, muscle organ development, Wnt signaling pathway, neuron differentiation, cell fate commitment, axon extension, canonical Wnt signaling pathway, germ-line stem-cell niche homeostasis"
"FBgn0004362"	"FBgn0004362"	"GO:0000790, GO:0003677, GO:0003680, GO:0005634, GO:0005737, GO:0006310, GO:0006325, GO:0006338, GO:0006355, GO:0006357, GO:0008134, GO:0008301, GO:0045089, GO:0045944"	"nuclear chromatin, DNA binding, AT DNA binding, nucleus, cytoplasm, DNA recombination, chromatin organization, chromatin remodeling, regulation of transcription, DNA-templated, regulation of transcription by RNA polymerase II, transcription factor binding, DNA binding, bending, positive regulation of innate immune response, positive regulation of transcription by RNA polymerase II"
"FBgn0004363"	"FBgn0004363"	"GO:0005739, GO:0005741, GO:0006811, GO:0006839, GO:0007005, GO:0007291, GO:0007602, GO:0008308, GO:0016006, GO:0030382, GO:0098656"	"mitochondrion, mitochondrial outer membrane, ion transport, mitochondrial transport, mitochondrion organization, sperm individualization, phototransduction, voltage-gated anion channel activity, Nebenkern, sperm mitochondrion organization, anion transmembrane transport"
"FBgn0004364"	"FBgn0004364"	"GO:0003401, GO:0004888, GO:0005886, GO:0006955, GO:0007155, GO:0007165, GO:0007275, GO:0007297, GO:0007419, GO:0009653, GO:0019730, GO:0019731, GO:0030703, GO:0060026"	"axis elongation, transmembrane signaling receptor activity, plasma membrane, immune response, cell adhesion, signal transduction, multicellular organism development, ovarian follicle cell migration, ventral cord development, anatomical structure morphogenesis, antimicrobial humoral response, antibacterial humoral response, eggshell formation, convergent extension"
"FBgn0004367"	"FBgn0004367"	"GO:0000076, GO:0000077, GO:0000706, GO:0000723, GO:0001700, GO:0004674, GO:0005634, GO:0006302, GO:0006468, GO:0007088, GO:0007093, GO:0007131, GO:0007348, GO:0007349, GO:0007444, GO:0009314, GO:0016321, GO:0018105, GO:0030261, GO:0030716, GO:0031000, GO:0033314, GO:0045002, GO:0045003"	"DNA replication checkpoint, DNA damage checkpoint, meiotic DNA double-strand break processing, telomere maintenance, embryonic development via the syncytial blastoderm, protein serine/threonine kinase activity, nucleus, double-strand break repair, protein phosphorylation, regulation of mitotic nuclear division, mitotic cell cycle checkpoint, reciprocal meiotic recombination, regulation of syncytial blastoderm mitotic cell cycle, cellularization, imaginal disc development, response to radiation, female meiosis chromosome segregation, peptidyl-serine phosphorylation, chromosome condensation, oocyte fate determination, response to caffeine, mitotic DNA replication checkpoint, double-strand break repair via single-strand annealing, double-strand break repair via synthesis-dependent strand annealing"
"FBgn0004368"	"FBgn0004368"	"GO:0004725, GO:0005001, GO:0005886, GO:0006470, GO:0007417, GO:0007424, GO:0008045, GO:0016324, GO:0030424, GO:0042059, GO:0043025, GO:0060446"	"protein tyrosine phosphatase activity, transmembrane receptor protein tyrosine phosphatase activity, plasma membrane, protein dephosphorylation, central nervous system development, open tracheal system development, motor neuron axon guidance, apical plasma membrane, axon, negative regulation of epidermal growth factor receptor signaling pathway, neuronal cell body, branching involved in open tracheal system development"
"FBgn0004369"	"FBgn0004369"	"GO:0004725, GO:0005001, GO:0005886, GO:0006470, GO:0007414, GO:0007415, GO:0008045, GO:0030424"	"protein tyrosine phosphatase activity, transmembrane receptor protein tyrosine phosphatase activity, plasma membrane, protein dephosphorylation, axonal defasciculation, defasciculation of motor neuron axon, motor neuron axon guidance, axon"
"FBgn0004370"	"FBgn0004370"	"GO:0004725, GO:0005001, GO:0006470, GO:0007411, GO:0007417, GO:0007424, GO:0007616, GO:0008045, GO:0030424, GO:0042059, GO:0045177, GO:0060446"	"protein tyrosine phosphatase activity, transmembrane receptor protein tyrosine phosphatase activity, protein dephosphorylation, axon guidance, central nervous system development, open tracheal system development, long-term memory, motor neuron axon guidance, axon, negative regulation of epidermal growth factor receptor signaling pathway, apical part of cell, branching involved in open tracheal system development"
"FBgn0004372"	"FBgn0004372"	"GO:0000003, GO:0000785, GO:0000790, GO:0003677, GO:0005515, GO:0005634, GO:0005654, GO:0005737, GO:0006325, GO:0006352, GO:0006357, GO:0007141, GO:0007283, GO:0007286, GO:0010468, GO:0017053, GO:0045944, GO:0048515, GO:0051039, GO:0051321, GO:0051726"	"reproduction, chromatin, nuclear chromatin, DNA binding, protein binding, nucleus, nucleoplasm, cytoplasm, chromatin organization, DNA-templated transcription, initiation, regulation of transcription by RNA polymerase II, male meiosis I, spermatogenesis, spermatid development, regulation of gene expression, transcriptional repressor complex, positive regulation of transcription by RNA polymerase II, spermatid differentiation, positive regulation of transcription involved in meiotic cell cycle, meiotic cell cycle, regulation of cell cycle"
"FBgn0004373"	"FBgn0004373"	"GO:0000212, GO:0000916, GO:0004430, GO:0005737, GO:0005794, GO:0007030, GO:0007110, GO:0007111, GO:0007112, GO:0007283, GO:0008340, GO:0016020, GO:0030726, GO:0046854, GO:0048015, GO:0048137, GO:0052742, GO:0090175"	"meiotic spindle organization, actomyosin contractile ring contraction, 1-phosphatidylinositol 4-kinase activity, cytoplasm, Golgi apparatus, Golgi organization, meiosis I cytokinesis, meiosis II cytokinesis, male meiosis cytokinesis, spermatogenesis, determination of adult lifespan, membrane, male germline ring canal formation, phosphatidylinositol phosphorylation, phosphatidylinositol-mediated signaling, spermatocyte division, phosphatidylinositol kinase activity, regulation of establishment of planar polarity"
