"gene_id"	"brief.description"
"7937"	"ENSG00000140598"	"elongation factor like GTPase 1"
"7938"	"ENSG00000140600"	"SH3 domain containing GRB2 like 3"
"7939"	"ENSG00000140612"	"SEC11 homolog A, signal peptidase complex subunit"
"7940"	"ENSG00000140623"	"septin 12"
"7941"	"ENSG00000140632"	"glyoxylate reductase 1 homolog"
"7942"	"ENSG00000140650"	"phosphomannomutase 2"
"7943"	"ENSG00000140675"	"solute carrier family 5 member 2"
"7944"	"ENSG00000140678"	"integrin subunit alpha X"
"7945"	"ENSG00000140682"	"transforming growth factor beta 1 induced transcript 1"
"7946"	"ENSG00000140688"	"chromosome 16 open reading frame 58"
"7947"	"ENSG00000140691"	"armadillo repeat containing 5"
"7948"	"ENSG00000140694"	"poly(A)-specific ribonuclease"
"7949"	"ENSG00000140718"	"fat mass and obesity associated"
"7950"	"ENSG00000140740"	"ubiquinol-cytochrome c reductase core protein II"
"7951"	"ENSG00000140743"	"cerebellar degeneration related protein 2"
"7952"	"ENSG00000140749"	"immunoglobulin superfamily member 6"
"7953"	"ENSG00000140750"	"Rho GTPase activating protein 17"
"7954"	"ENSG00000140795"	"myosin light chain kinase 3"
"7955"	"ENSG00000140798"	"ATP binding cassette subfamily C member 12"
"7956"	"ENSG00000140807"	"naked cuticle homolog 1"
"7957"	"ENSG00000140829"	"DEAH-box helicase 38"
"7958"	"ENSG00000140830"	"thioredoxin like 4B"
"7959"	"ENSG00000140832"	"MARVEL domain containing 3"
"7960"	"ENSG00000140835"	"carbohydrate sulfotransferase 4"
"7961"	"ENSG00000140836"	"zinc finger homeobox 3"
"7962"	"ENSG00000140839"	"C-type lectin domain family 18 member B"
"7963"	"ENSG00000140848"	"copine 2"
"7964"	"ENSG00000140853"	"NLR family, CARD domain containing 5"
"7965"	"ENSG00000140854"	"katanin regulatory subunit B1"
"7966"	"ENSG00000140859"	"kinesin family member C3"
"7967"	"ENSG00000140873"	"ADAM metallopeptidase with thrombospondin type 1 motif 18"
"7968"	"ENSG00000140876"	"nudix hydrolase 7"
"7969"	"ENSG00000140905"	"glycine cleavage system protein H"
"7970"	"ENSG00000140931"	"CKLF like MARVEL transmembrane domain containing 3"
"7971"	"ENSG00000140932"	"CKLF like MARVEL transmembrane domain containing 2"
"7972"	"ENSG00000140937"	"cadherin 11"
"7973"	"ENSG00000140939"	"nucleolar protein 3"
"7974"	"ENSG00000140941"	"microtubule associated protein 1 light chain 3 beta"
"7975"	"ENSG00000140943"	"membrane bound transcription factor peptidase, site 1"
"7976"	"ENSG00000140945"	"cadherin 13"
"7977"	"ENSG00000140948"	"zinc finger CCHC-type containing 14"
"7978"	"ENSG00000140950"	"TBC/LysM-associated domain containing 1"
"7979"	"ENSG00000140955"	"adenosine deaminase domain containing 2"
"7980"	"ENSG00000140961"	"oxidative stress induced growth inhibitor 1"
"7981"	"ENSG00000140968"	"interferon regulatory factor 8"
"7982"	"ENSG00000140983"	"ras homolog family member T2"
"7983"	"ENSG00000140986"	"ribosomal protein L3 like"
"7984"	"ENSG00000140987"	"zinc finger and SCAN domain containing 32"
"7985"	"ENSG00000140988"	"ribosomal protein S2"
"7986"	"ENSG00000140990"	"NADH:ubiquinone oxidoreductase subunit B10"
"7987"	"ENSG00000140992"	"3-phosphoinositide dependent protein kinase 1"
"7988"	"ENSG00000140993"	"tigger transposable element derived 7"
"7989"	"ENSG00000140995"	"differentially expressed in FDCP 8 homolog (mouse)"
"7990"	"ENSG00000141002"	"transcription factor 25"
"7991"	"ENSG00000141012"	"galactosamine (N-acetyl)-6-sulfatase"
"7992"	"ENSG00000141013"	"growth arrest specific 8"
"7993"	"ENSG00000141026"	"mediator complex subunit 9"
"7994"	"ENSG00000141027"	"nuclear receptor corepressor 1"
"7995"	"ENSG00000141030"	"COP9 signalosome subunit 3"
"7996"	"ENSG00000141034"	"GID complex subunit 4 homolog"
"7997"	"ENSG00000141040"	"zinc finger protein 287"
"7998"	"ENSG00000141052"	"myocardin"
"7999"	"ENSG00000141068"	"kinase suppressor of ras 1"
"8000"	"ENSG00000141076"	"UTP4, small subunit processome component"
"8001"	"ENSG00000141084"	"RAN binding protein 10"
"8002"	"ENSG00000141086"	"chymotrypsin like"
"8003"	"ENSG00000141096"	"dipeptidase 3"
"8004"	"ENSG00000141098"	"glucose-fructose oxidoreductase domain containing 2"
"8005"	"ENSG00000141101"	"NIN1/PSMD8 binding protein 1 homolog"
"8006"	"ENSG00000141127"	"phosphoribosyl pyrophosphate synthetase associated protein 2"
"8007"	"ENSG00000141161"	"unc-45 myosin chaperone B"
"8008"	"ENSG00000141179"	"phosphatidylcholine transfer protein"
"8009"	"ENSG00000141194"	"olfactory receptor family 4 subfamily D member 1"
"8010"	"ENSG00000141198"	"COX11 cytochrome c oxidase copper chaperone"
"8011"	"ENSG00000141198"	"target of myb1 like 1 membrane trafficking protein"
"8012"	"ENSG00000141200"	"kinesin family member 2B"
"8013"	"ENSG00000141219"	"chromosome 17 open reading frame 80"
"8014"	"ENSG00000141232"	"transducer of ERBB2, 1"
"8015"	"ENSG00000141252"	"VPS53, GARP complex subunit"
"8016"	"ENSG00000141255"	"spermatogenesis associated 22"
"8017"	"ENSG00000141258"	"small G protein signaling modulator 2"
"8018"	"ENSG00000141279"	"aminopeptidase puromycin sensitive"
"8019"	"ENSG00000141293"	"src kinase associated phosphoprotein 1"
"8020"	"ENSG00000141294"	"leucine rich repeat containing 46"
"8021"	"ENSG00000141295"	"secernin 2"
"8022"	"ENSG00000141298"	"slingshot protein phosphatase 2"
"8023"	"ENSG00000141314"	"rhomboid, veinlet-like 3 (Drosophila)"
"8024"	"ENSG00000141316"	"sperm acrosome associated 3"
"8025"	"ENSG00000141337"	"arylsulfatase G"
"8026"	"ENSG00000141338"	"ATP binding cassette subfamily A member 8"
"8027"	"ENSG00000141349"	"glucose 6 phosphatase catalytic subunit 3"
"8028"	"ENSG00000141367"	"clathrin heavy chain"
"8029"	"ENSG00000141371"	"chromosome 17 open reading frame 64"
"8030"	"ENSG00000141376"	"breast carcinoma amplified sequence 3"
"8031"	"ENSG00000141378"	"peptidyl-tRNA hydrolase 2"
"8032"	"ENSG00000141380"	"SS18, nBAF chromatin remodeling complex subunit"
"8033"	"ENSG00000141384"	"TATA-box binding protein associated factor 4b"
"8034"	"ENSG00000141385"	"AFG3 like matrix AAA peptidase subunit 2"
"8035"	"ENSG00000141391"	"PRELI domain containing 3A"
"8036"	"ENSG00000141401"	"inositol monophosphatase 2"
"8037"	"ENSG00000141404"	"G protein subunit alpha L"
"8038"	"ENSG00000141424"	"solute carrier family 39 member 6"
"8039"	"ENSG00000141425"	"regulation of nuclear pre-mRNA domain containing 1A"
"8040"	"ENSG00000141428"	"chromosome 18 open reading frame 21"
"8041"	"ENSG00000141429"	"polypeptide N-acetylgalactosaminyltransferase 1"
"8042"	"ENSG00000141431"	"additional sex combs like 3, transcriptional regulator"
"8043"	"ENSG00000141433"	"adenylate cyclase activating polypeptide 1"
"8044"	"ENSG00000141434"	"meprin A subunit beta"
"8045"	"ENSG00000141437"	"solute carrier family 25 member 52"
"8046"	"ENSG00000141441"	"GRB2 associated regulator of MAPK1 subtype 1"
"8047"	"ENSG00000141446"	"establishment of sister chromatid cohesion N-acetyltransferase 1"
"8048"	"ENSG00000141447"	"oxysterol binding protein like 1A"
"8049"	"ENSG00000141448"	"GATA binding protein 6"
"8050"	"ENSG00000141449"	"growth regulation by estrogen in breast cancer-like"
"8051"	"ENSG00000141452"	"chromosome 18 open reading frame 8"
"8052"	"ENSG00000141456"	"proline, glutamate and leucine rich protein 1"
"8053"	"ENSG00000141458"	"NPC intracellular cholesterol transporter 1"
"8054"	"ENSG00000141469"	"solute carrier family 14 member 1 (Kidd blood group)"
"8055"	"ENSG00000141480"	"arrestin beta 2"
"8056"	"ENSG00000141485"	"solute carrier family 13 member 5"
"8057"	"ENSG00000141497"	"zinc finger MYND-type containing 15"
"8058"	"ENSG00000141499"	"WD repeat containing antisense to TP53"
"8059"	"ENSG00000141503"	"misshapen like kinase 1"
"8060"	"ENSG00000141504"	"spermidine/spermine N1-acetyltransferase family member 2"
"8061"	"ENSG00000141505"	"asialoglycoprotein receptor 1"
"8062"	"ENSG00000141506"	"phosphoinositide-3-kinase regulatory subunit 5"
"8063"	"ENSG00000141510"	"tumor protein p53"
"8064"	"ENSG00000141519"	"coiled-coil domain containing 40"
"8065"	"ENSG00000141522"	"Rho GDP dissociation inhibitor alpha"
"8066"	"ENSG00000141524"	"transmembrane channel like 6"
"8067"	"ENSG00000141526"	"solute carrier family 16 member 3"
"8068"	"ENSG00000141527"	"caspase recruitment domain family member 14"
"8069"	"ENSG00000141540"	"tweety family member 2"
"8070"	"ENSG00000141542"	"RAB40B, member RAS oncogene family"
"8071"	"ENSG00000141543"	"eukaryotic translation initiation factor 4A3"
"8072"	"ENSG00000141551"	"casein kinase 1 delta"
"8073"	"ENSG00000141552"	"anaphase promoting complex subunit 11"
"8074"	"ENSG00000141556"	"tubulin folding cofactor D"
"8075"	"ENSG00000141560"	"fructosamine 3 kinase related protein"
"8076"	"ENSG00000141562"	"nuclear prelamin A recognition factor"
"8077"	"ENSG00000141564"	"regulatory associated protein of MTOR complex 1"
"8078"	"ENSG00000141568"	"forkhead box K2"
"8079"	"ENSG00000141569"	"tripartite motif containing 65"
"8080"	"ENSG00000141570"	"chromobox 8"
"8081"	"ENSG00000141574"	"secreted and transmembrane 1"
"8082"	"ENSG00000141576"	"ring finger protein 157"
"8083"	"ENSG00000141577"	"centrosomal protein 131"
"8084"	"ENSG00000141579"	"zinc finger protein 750"
"8085"	"ENSG00000141580"	"WD repeat domain 45B"
"8086"	"ENSG00000141582"	"chromobox 4"
"8087"	"ENSG00000141622"	"ring finger protein 165"
"8088"	"ENSG00000141627"	"dymeclin"
"8089"	"ENSG00000141639"	"mitogen-activated protein kinase 4"
"8090"	"ENSG00000141642"	"elaC ribonuclease Z 1"
"8091"	"ENSG00000141644"	"methyl-CpG binding domain protein 1"
"8092"	"ENSG00000141646"	"SMAD family member 4"
"8093"	"ENSG00000141655"	"tumor necrosis factor receptor superfamily member 11a"
"8094"	"ENSG00000141664"	"zinc finger CCHC-type containing 2"
"8095"	"ENSG00000141665"	"F-box protein 15"
"8096"	"ENSG00000141668"	"cerebellin 2 precursor"
"8097"	"ENSG00000141682"	"phorbol-12-myristate-13-acetate-induced protein 1"
"8098"	"ENSG00000141696"	"prolyl 3-hydroxylase family member 4 (non-enzymatic)"
"8099"	"ENSG00000141698"	"5'-nucleotidase, cytosolic IIIB"
"8100"	"ENSG00000141699"	"family with sequence similarity 134 member C"
"8101"	"ENSG00000141736"	"erb-b2 receptor tyrosine kinase 2"
"8102"	"ENSG00000141738"	"growth factor receptor bound protein 7"
"8103"	"ENSG00000141741"	"migration and invasion enhancer 1"
"8104"	"ENSG00000141744"	"phenylethanolamine N-methyltransferase"
"8105"	"ENSG00000141748"	"ADP ribosylation factor like GTPase 5C"
"8106"	"ENSG00000141750"	"SH3 and cysteine rich domain 2"
"8107"	"ENSG00000141753"	"insulin like growth factor binding protein 4"
"8108"	"ENSG00000141756"	"FK506 binding protein 10"
"8109"	"ENSG00000141759"	"thioredoxin like 4A"
"8110"	"ENSG00000141837"	"calcium voltage-gated channel subunit alpha1 A"
"8111"	"ENSG00000141854"	"uncharacterized protein LOC113230"
"8112"	"ENSG00000141858"	"sterile alpha motif domain containing 1"
"8113"	"ENSG00000141867"	"bromodomain containing 4"
"8114"	"ENSG00000141873"	"solute carrier family 39 member 3"
"8115"	"ENSG00000141905"	"nuclear factor I C"
"8116"	"ENSG00000141933"	"tubulin polyglutamylase complex subunit 1"
"8117"	"ENSG00000141934"	"phospholipid phosphatase 2"
"8118"	"ENSG00000141946"	"zinc finger imprinted 3"
"8119"	"ENSG00000141956"	"PR domain 15"
"8120"	"ENSG00000141959"	"phosphofructokinase, liver type"
"8121"	"ENSG00000141965"	"fem-1 homolog A"
"8122"	"ENSG00000141968"	"vav 1 guanine nucleotide exchange factor"
"8123"	"ENSG00000141971"	"multivesicular body subunit 12A"
"8124"	"ENSG00000141977"	"calcium and integrin binding family member 3"
"8125"	"ENSG00000141985"	"SH3 domain containing GRB2 like 1"
"8126"	"ENSG00000141994"	"dihydrouridine synthase 3 like"
"8127"	"ENSG00000142002"	"dipeptidyl peptidase 9"
"8128"	"ENSG00000142025"	"DMRT like family C2"
"8129"	"ENSG00000142039"	"coiled-coil domain containing 97"
"8130"	"ENSG00000142046"	"transmembrane protein 91"
"8131"	"ENSG00000142065"	"ZFP14 zinc finger protein"
"8132"	"ENSG00000142082"	"sirtuin 3"
"8133"	"ENSG00000142089"	"interferon induced transmembrane protein 3"
"8134"	"ENSG00000142102"	"ATH1, acid trehalase-like 1 (yeast)"
"8135"	"ENSG00000142149"	"hormonally up-regulated Neu-associated kinase"
"8136"	"ENSG00000142156"	"collagen type VI alpha 1"
"8137"	"ENSG00000142166"	"interferon alpha and beta receptor subunit 1"
"8138"	"ENSG00000142168"	"superoxide dismutase 1, soluble"
"8139"	"ENSG00000142173"	"collagen type VI alpha 2"
"8140"	"ENSG00000142178"	"salt inducible kinase 1"
"8141"	"ENSG00000142182"	"DNA (cytosine-5-)-methyltransferase 3-like"
"8142"	"ENSG00000142185"	"transient receptor potential cation channel subfamily M member 2"
"8143"	"ENSG00000142186"	"SCY1 like pseudokinase 1"
"8144"	"ENSG00000142188"	"transmembrane protein 50B"
"8145"	"ENSG00000142192"	"amyloid beta precursor protein"
"8146"	"ENSG00000142197"	"dopey family member 2"
"8147"	"ENSG00000142207"	"URB1 ribosome biogenesis 1 homolog (S. cerevisiae)"
"8148"	"ENSG00000142208"	"v-akt murine thymoma viral oncogene homolog 1"
"8149"	"ENSG00000142224"	"interleukin 19"
"8150"	"ENSG00000142227"	"epithelial membrane protein 3"
"8151"	"ENSG00000142230"	"SUMO1 activating enzyme subunit 1"
"8152"	"ENSG00000142233"	"netrin 5"
"8153"	"ENSG00000142235"	"lemur tyrosine kinase 3"
"8154"	"ENSG00000142252"	"gem nuclear organelle associated protein 7"
"8155"	"ENSG00000142273"	"Cbl proto-oncogene C"
"8156"	"ENSG00000142279"	"Wilms tumor 1 interacting protein"
"8157"	"ENSG00000142303"	"ADAM metallopeptidase with thrombospondin type 1 motif 10"
"8158"	"ENSG00000142319"	"solute carrier family 6 member 3"
"8159"	"ENSG00000142327"	"arginyl aminopeptidase (aminopeptidase B)-like 1"
"8160"	"ENSG00000142330"	"calpain 10"
"8161"	"ENSG00000142347"	"myosin IF"
"8162"	"ENSG00000142396"	""
"8163"	"ENSG00000142405"	"NLR family, pyrin domain containing 12"
"8164"	"ENSG00000142408"	"calcium voltage-gated channel auxiliary subunit gamma 8"
"8165"	"ENSG00000142409"	"zinc finger protein 787"
"8166"	"ENSG00000142444"	"chromosome 19 open reading frame 52"
"8167"	"ENSG00000142449"	"fibrillin 3"
"8168"	"ENSG00000142453"	"coactivator associated arginine methyltransferase 1"
"8169"	"ENSG00000142459"	"ecotropic viral integration site 5 like"
"8170"	"ENSG00000142484"	"transmembrane 4 L six family member 5"
"8171"	"ENSG00000142494"	"solute carrier family 47 member 1"
"8172"	"ENSG00000142507"	"proteasome subunit beta 6"
"8173"	"ENSG00000142511"	"G protein-coupled receptor 32"
"8174"	"ENSG00000142512"	"sialic acid binding Ig like lectin 10"
"8175"	"ENSG00000142513"	"acid phosphatase, testicular"
"8176"	"ENSG00000142515"	"kallikrein related peptidase 3"
"8177"	"ENSG00000142528"	"zinc finger protein 473"
"8178"	"ENSG00000142530"	"family with sequence similarity 71 member E1"
"8179"	"ENSG00000142534"	"ribosomal protein S11"
"8180"	"ENSG00000142538"	"parathyroid hormone 2"
"8181"	"ENSG00000142541"	"ribosomal protein L13a"
"8182"	"ENSG00000142544"	"cytosolic thiouridylase subunit 1"
"8183"	"ENSG00000142546"	"nitric oxide synthase interacting protein"
"8184"	"ENSG00000142549"	"IgLON family member 5"
"8185"	"ENSG00000142552"	"reticulocalbin 3"
"8186"	"ENSG00000142556"	"zinc finger protein 614"
"8187"	"ENSG00000142583"	"solute carrier family 2 member 5"
"8188"	"ENSG00000142599"	"arginine-glutamic acid dipeptide repeats"
"8189"	"ENSG00000142606"	"membrane metallo-endopeptidase-like 1"
"8190"	"ENSG00000142609"	"cilia and flagella associated protein 74"
"8191"	"ENSG00000142611"	"PR domain 16"
"8192"	"ENSG00000142615"	"chymotrypsin like elastase family member 2A"
"8193"	"ENSG00000142619"	"peptidyl arginine deiminase 3"
"8194"	"ENSG00000142621"	"forkhead-associated (FHA) phosphopeptide binding domain 1"
"8195"	"ENSG00000142623"	"peptidyl arginine deiminase 1"
"8196"	"ENSG00000142627"	"EPH receptor A2"
"8197"	"ENSG00000142632"	"Rho guanine nucleotide exchange factor 19"
"8198"	"ENSG00000142634"	"EF-hand domain family member D2"
"8199"	"ENSG00000142655"	"peroxisomal biogenesis factor 14"
"8200"	"ENSG00000142657"	"phosphogluconate dehydrogenase"
"8201"	"ENSG00000142661"	"myomesin 3"
"8202"	"ENSG00000142669"	"SH3 domain binding glutamate rich protein like 3"
"8203"	"ENSG00000142675"	"connector enhancer of kinase suppressor of Ras 1"
"8204"	"ENSG00000142676"	"ribosomal protein L11"
"8205"	"ENSG00000142677"	"interleukin 22 receptor subunit alpha 1"
"8206"	"ENSG00000142684"	"zinc finger protein 593"
"8207"	"ENSG00000142686"	"chromosome 1 open reading frame 216"
"8208"	"ENSG00000142687"	"KIAA0319 like"
"8209"	"ENSG00000142694"	"eva-1 homolog B (C. elegans)"
"8210"	"ENSG00000142698"	"chromosome 1 open reading frame 94"
"8211"	"ENSG00000142700"	"DMRT like family A2"
"8212"	"ENSG00000142731"	"polo like kinase 4"
"8213"	"ENSG00000142733"	"mitogen-activated protein kinase kinase kinase 6"
"8214"	"ENSG00000142748"	"ficolin 3"
"8215"	"ENSG00000142751"	"GPN-loop GTPase 2"
"8216"	"ENSG00000142765"	"synaptotagmin like 1"
"8217"	"ENSG00000142784"	"WD and tetratricopeptide repeats 1"
"8218"	"ENSG00000142789"	"chymotrypsin like elastase family member 3A"
"8219"	"ENSG00000142794"	"neuroblastoma breakpoint family member 3"
"8220"	"ENSG00000142798"	"heparan sulfate proteoglycan 2"
"8221"	"ENSG00000142856"	"integrin subunit beta 3 binding protein"
"8222"	"ENSG00000142864"	"SERPINE1 mRNA binding protein 1"
"8223"	"ENSG00000142867"	"B-cell CLL/lymphoma 10"
"8224"	"ENSG00000142871"	"cysteine rich angiogenic inducer 61"
"8225"	"ENSG00000142875"	"protein kinase cAMP-activated catalytic subunit beta"
"8226"	"ENSG00000142892"	"phosphatidylinositol glycan anchor biosynthesis class K"
"8227"	"ENSG00000142910"	"tubulointerstitial nephritis antigen like 1"
"8228"	"ENSG00000142920"	"antizyme inhibitor 2"
"8229"	"ENSG00000142937"	"ribosomal protein S8"
"8230"	"ENSG00000142945"	"kinesin family member 2C"
"8231"	"ENSG00000142949"	"protein tyrosine phosphatase, receptor type F"
"8232"	"ENSG00000142959"	"bestrophin 4"
"8233"	"ENSG00000142961"	"MOB kinase activator 3C"
"8234"	"ENSG00000142973"	"cytochrome P450 family 4 subfamily B member 1"
"8235"	"ENSG00000143001"	"transmembrane protein 61"
"8236"	"ENSG00000143006"	"DMRT like family B with proline rich C-terminal 1"
"8237"	"ENSG00000143013"	"LIM domain only 4"
"8238"	"ENSG00000143028"	"synaptophysin like 2"
"8239"	"ENSG00000143032"	"BarH like homeobox 2"
"8240"	"ENSG00000143033"	"metal response element binding transcription factor 2"
"8241"	"ENSG00000143036"	"solute carrier family 44 member 3"
"8242"	"ENSG00000143061"	"immunoglobulin superfamily member 3"
"8243"	"ENSG00000143067"	"zinc finger protein 697"
"8244"	"ENSG00000143079"	"CTTNBP2 N-terminal like"
"8245"	"ENSG00000143093"	"striatin interacting protein 1"
"8246"	"ENSG00000143105"	"potassium voltage-gated channel subfamily A member 10"
"8247"	"ENSG00000143106"	"proteasome subunit alpha 5"
"8248"	"ENSG00000143107"	"fibronectin type III domain containing 7"
"8249"	"ENSG00000143110"	"chromosome 1 open reading frame 162"
"8250"	"ENSG00000143119"	"CD53 molecule"
"8251"	"ENSG00000143125"	"prokineticin 1"
"8252"	"ENSG00000143126"	"cadherin EGF LAG seven-pass G-type receptor 2"
"8253"	"ENSG00000143127"	"integrin subunit alpha 10"
"8254"	"ENSG00000143147"	"G protein-coupled receptor 161"
"8255"	"ENSG00000143149"	"aldehyde dehydrogenase 9 family member A1"
"8256"	"ENSG00000143153"	"ATPase Na /K  transporting subunit beta 1"
"8257"	"ENSG00000143155"	"TOR signaling pathway regulator"
"8258"	"ENSG00000143156"	"NME/NM23 family member 7"
"8259"	"ENSG00000143157"	"pogo transposable element with KRAB domain"
"8260"	"ENSG00000143158"	"mitochondrial pyruvate carrier 2"
"8261"	"ENSG00000143162"	"cellular repressor of E1A stimulated genes 1"
"8262"	"ENSG00000143164"	"DDB1 and CUL4 associated factor 6"
"8263"	"ENSG00000143167"	"glycoprotein A33"
"8264"	"ENSG00000143171"	"retinoid X receptor gamma"
"8265"	"ENSG00000143178"	"T-box 19"
"8266"	"ENSG00000143179"	"uridine-cytidine kinase 2"
"8267"	"ENSG00000143183"	"transmembrane and coiled-coil domains 1"
"8268"	"ENSG00000143184"	"X-C motif chemokine ligand 1"
"8269"	"ENSG00000143185"	"X-C motif chemokine ligand 2"
"8270"	"ENSG00000143190"	"POU class 2 homeobox 1"
"8271"	"ENSG00000143194"	"maelstrom spermatogenic transposon silencer"
"8272"	"ENSG00000143195"	"immunoglobulin like domain containing receptor 2"
"8273"	"ENSG00000143196"	"dermatopontin"
"8274"	"ENSG00000143198"	"microsomal glutathione S-transferase 3"
"8275"	"ENSG00000143199"	"adenylate cyclase 10 (soluble)"
"8276"	"ENSG00000143207"	"ring finger and WD repeat domain 2"
"8277"	"ENSG00000143217"	"nectin cell adhesion molecule 4"
"8278"	"ENSG00000143222"	"ubiquitin-fold modifier conjugating enzyme 1"
"8279"	"ENSG00000143224"	"protoporphyrinogen oxidase"
"8280"	"ENSG00000143226"	"Fc fragment of IgG receptor IIa"
"8281"	"ENSG00000143228"	"NUF2, NDC80 kinetochore complex component"
"8282"	"ENSG00000143248"	"regulator of G-protein signaling 5"
"8283"	"ENSG00000143252"	"succinate dehydrogenase complex subunit C"
"8284"	"ENSG00000143256"	"prefoldin subunit 2"
"8285"	"ENSG00000143257"	"nuclear receptor subfamily 1 group I member 3"
"8286"	"ENSG00000143258"	"ubiquitin specific peptidase 21"
"8287"	"ENSG00000143278"	"coagulation factor XIII B chain"
"8288"	"ENSG00000143294"	"papillary renal cell carcinoma (translocation-associated)"
"8289"	"ENSG00000143297"	"Fc receptor like 5"
"8290"	"ENSG00000143303"	"ribosomal RNA adenine dimethylase domain containing 1"
"8291"	"ENSG00000143314"	"mitochondrial ribosomal protein L24"
"8292"	"ENSG00000143315"	"phosphatidylinositol glycan anchor biosynthesis class M"
"8293"	"ENSG00000143318"	"calsequestrin 1"
"8294"	"ENSG00000143319"	"interferon stimulated exonuclease gene 20kDa like 2"
"8295"	"ENSG00000143320"	"cellular retinoic acid binding protein 2"
"8296"	"ENSG00000143321"	"hepatoma-derived growth factor"
"8297"	"ENSG00000143322"	"ABL proto-oncogene 2, non-receptor tyrosine kinase"
"8298"	"ENSG00000143324"	"xenotropic and polytropic retrovirus receptor 1"
"8299"	"ENSG00000143333"	"regulator of G-protein signaling 16"
"8300"	"ENSG00000143337"	"torsin 1A interacting protein 1"
"8301"	"ENSG00000143340"	"family with sequence similarity 163 member A"
"8302"	"ENSG00000143341"	"hemicentin 1"
"8303"	"ENSG00000143344"	"ral guanine nucleotide dissociation stimulator like 1"
"8304"	"ENSG00000143353"	"lysophospholipase like 1"
"8305"	"ENSG00000143355"	"LIM homeobox 9"
"8306"	"ENSG00000143363"	"prune exopolyphosphatase"
"8307"	"ENSG00000143365"	"RAR related orphan receptor C"
"8308"	"ENSG00000143367"	"tuftelin 1"
"8309"	"ENSG00000143368"	"splicing factor 3b subunit 4"
"8310"	"ENSG00000143369"	"extracellular matrix protein 1"
"8311"	"ENSG00000143373"	"zinc finger protein 687"
"8312"	"ENSG00000143374"	"threonyl-tRNA synthetase 2, mitochondrial (putative)"
"8313"	"ENSG00000143375"	"cingulin"
"8314"	"ENSG00000143376"	"sorting nexin family member 27"
"8315"	"ENSG00000143379"	"SET domain bifurcated 1"
"8316"	"ENSG00000143382"	"ADAMTS like 4"
"8317"	"ENSG00000143384"	"myeloid cell leukemia 1"
"8318"	"ENSG00000143387"	"cathepsin K"
"8319"	"ENSG00000143390"	"regulatory factor X5"
"8320"	"ENSG00000143393"	"phosphatidylinositol 4-kinase beta"
"8321"	"ENSG00000143398"	"phosphatidylinositol-4-phosphate 5-kinase type 1 alpha"
"8322"	"ENSG00000143401"	"acidic nuclear phosphoprotein 32 family member E"
"8323"	"ENSG00000143409"	"family with sequence similarity 63 member A"
"8324"	"ENSG00000143412"	"annexin A9"
"8325"	"ENSG00000143416"	"selenium binding protein 1"
"8326"	"ENSG00000143418"	"ceramide synthase 2"
"8327"	"ENSG00000143420"	"endosulfine alpha"
"8328"	"ENSG00000143434"	"semaphorin 6C"
"8329"	"ENSG00000143436"	"mitochondrial ribosomal protein L9"
"8330"	"ENSG00000143437"	"aryl hydrocarbon receptor nuclear translocator"
"8331"	"ENSG00000143442"	"pogo transposable element with ZNF domain"
"8332"	"ENSG00000143443"	"chromosome 1 open reading frame 56"
"8333"	"ENSG00000143450"	"ornithine decarboxylase antizyme 3"
"8334"	"ENSG00000143452"	"HORMA domain containing 1"
"8335"	"ENSG00000143457"	"golgi phosphoprotein 3 like"
"8336"	"ENSG00000143458"	"GA binding protein transcription factor beta subunit 2"
"8337"	"ENSG00000143469"	"synaptotagmin 14"
"8338"	"ENSG00000143473"	"potassium voltage-gated channel subfamily H member 1"
"8339"	"ENSG00000143476"	"denticleless E3 ubiquitin protein ligase homolog"
"8340"	"ENSG00000143479"	"dual specificity tyrosine phosphorylation regulated kinase 3"
"8341"	"ENSG00000143486"	"eukaryotic translation initiation factor 2D"
"8342"	"ENSG00000143493"	"integrator complex subunit 7"
"8343"	"ENSG00000143494"	"vasohibin 2"
"8344"	"ENSG00000143498"	"TATA-box binding protein associated factor, RNA polymerase I subunit A"
"8345"	"ENSG00000143499"	"SET and MYND domain containing 2"
"8346"	"ENSG00000143502"	"sushi domain containing 4"
"8347"	"ENSG00000143507"	"dual specificity phosphatase 10"
"8348"	"ENSG00000143512"	"HHIP like 2"
"8349"	"ENSG00000143514"	"tumor protein p53 binding protein 2"
"8350"	"ENSG00000143515"	"ATPase phospholipid transporting 8B2"
"8351"	"ENSG00000143520"	"filaggrin family member 2"
"8352"	"ENSG00000143536"	"cornulin"
"8353"	"ENSG00000143537"	"ADAM metallopeptidase domain 15"
"8354"	"ENSG00000143543"	"jumping translocation breakpoint"
"8355"	"ENSG00000143545"	"RAB13, member RAS oncogene family"
"8356"	"ENSG00000143546"	"S100 calcium binding protein A8"
"8357"	"ENSG00000143549"	"tropomyosin 3"
"8358"	"ENSG00000143552"	"nucleoporin 210kDa like"
"8359"	"ENSG00000143553"	"SNAP associated protein"
"8360"	"ENSG00000143554"	"solute carrier family 27 member 3"
"8361"	"ENSG00000143556"	"S100 calcium binding protein A7"
"8362"	"ENSG00000143569"	"ubiquitin associated protein 2 like"
"8363"	"ENSG00000143570"	"solute carrier family 39 member 1"
"8364"	"ENSG00000143575"	"HCLS1 associated protein X-1"
"8365"	"ENSG00000143578"	"cAMP responsive element binding protein 3-like 4"
"8366"	"ENSG00000143590"	"ephrin A3"
"8367"	"ENSG00000143595"	"aquaporin 10"
