"gene_id"	"GO.ID"	"GO.names"
"S000000914"	"S000000914"	"GO:0000387, GO:0000398, GO:0000932, GO:0000956, GO:0003723, GO:0005634, GO:0005681, GO:0005688, GO:0005730, GO:0005732, GO:0005737, GO:0006364, GO:0006396, GO:0006397, GO:0008033, GO:0008380, GO:0017070, GO:0033962, GO:0046540, GO:0097526, GO:1990726"	"spliceosomal snRNP assembly, mRNA splicing, via spliceosome, P-body, nuclear-transcribed mRNA catabolic process, RNA binding, nucleus, spliceosomal complex, U6 snRNP, nucleolus, small nucleolar ribonucleoprotein complex, cytoplasm, rRNA processing, RNA processing, mRNA processing, tRNA processing, RNA splicing, U6 snRNA binding, P-body assembly, U4/U6 x U5 tri-snRNP complex, spliceosomal tri-snRNP complex, Lsm1-7-Pat1 complex"
"S000000915"	"S000000915"	"GO:0000139, GO:0001403, GO:0003674, GO:0005794, GO:0006811, GO:0006878, GO:0007034, GO:0007124, GO:0016020, GO:0016021, GO:0030137, GO:0072657"	"Golgi membrane, invasive growth in response to glucose limitation, molecular_function, Golgi apparatus, ion transport, cellular copper ion homeostasis, vacuolar transport, pseudohyphal growth, membrane, integral component of membrane, COPI-coated vesicle, protein localization to membrane"
"S000000916"	"S000000916"	"GO:0000920, GO:0001881, GO:0005543, GO:0005737, GO:0005769, GO:0005802, GO:0005829, GO:0005856, GO:0005933, GO:0005935, GO:0007015, GO:0007032, GO:0007118, GO:0030427, GO:0042147, GO:0055037"	"septum digestion after cytokinesis, receptor recycling, phospholipid binding, cytoplasm, early endosome, trans-Golgi network, cytosol, cytoskeleton, cellular bud, cellular bud neck, actin filament organization, endosome organization, budding cell apical bud growth, site of polarized growth, retrograde transport, endosome to Golgi, recycling endosome"
"S000000917"	"S000000917"	"GO:0003674, GO:0005739, GO:0030435, GO:0030437, GO:0051321"	"molecular_function, mitochondrion, sporulation resulting in formation of a cellular spore, ascospore formation, meiotic cell cycle"
"S000000918"	"S000000918"	"GO:0000723, GO:0000775, GO:0000776, GO:0000777, GO:0000778, GO:0004842, GO:0005634, GO:0005694, GO:0005737, GO:0006281, GO:0006974, GO:0016567, GO:0016740, GO:0016925, GO:0033768, GO:0046872"	"telomere maintenance, chromosome, centromeric region, kinetochore, condensed chromosome kinetochore, condensed nuclear chromosome kinetochore, ubiquitin-protein transferase activity, nucleus, chromosome, cytoplasm, DNA repair, cellular response to DNA damage stimulus, protein ubiquitination, transferase activity, protein sumoylation, SUMO-targeted ubiquitin ligase complex, metal ion binding"
"S000000919"	"S000000919"	"GO:0002181, GO:0003735, GO:0005634, GO:0005737, GO:0005829, GO:0005840, GO:0006412, GO:0022625, GO:0070180"	"cytoplasmic translation, structural constituent of ribosome, nucleus, cytoplasm, cytosol, ribosome, translation, cytosolic large ribosomal subunit, large ribosomal subunit rRNA binding"
"S000000920"	"S000000920"	"GO:0001402, GO:0005034, GO:0005078, GO:0005783, GO:0005886, GO:0005933, GO:0005935, GO:0007231, GO:0016020, GO:0016021, GO:0030010, GO:0042995, GO:0043332, GO:0043410, GO:0044697, GO:0071944"	"signal transduction involved in filamentous growth, osmosensor activity, MAP-kinase scaffold activity, endoplasmic reticulum, plasma membrane, cellular bud, cellular bud neck, osmosensory signaling pathway, membrane, integral component of membrane, establishment of cell polarity, cell projection, mating projection tip, positive regulation of MAPK cascade, HICS complex, cell periphery"
"S000000921"	"S000000921"	"GO:0000324, GO:0000329, GO:0003333, GO:0005290, GO:0005302, GO:0005313, GO:0005773, GO:0005774, GO:0006865, GO:0015171, GO:0015183, GO:0015189, GO:0015194, GO:0015813, GO:0015825, GO:0015828, GO:0016020, GO:0016021, GO:0032974, GO:0055085, GO:0061459, GO:0070778, GO:0089709, GO:1903400, GO:1903401"	"fungal-type vacuole, fungal-type vacuole membrane, amino acid transmembrane transport, L-histidine transmembrane transporter activity, L-tyrosine transmembrane transporter activity, L-glutamate transmembrane transporter activity, vacuole, vacuolar membrane, amino acid transport, amino acid transmembrane transporter activity, L-aspartate transmembrane transporter activity, L-lysine transmembrane transporter activity, L-serine transmembrane transporter activity, L-glutamate transmembrane transport, L-serine transport, tyrosine transport, membrane, integral component of membrane, amino acid transmembrane export from vacuole, transmembrane transport, L-arginine transmembrane transporter activity, L-aspartate transmembrane transport, L-histidine transmembrane transport, L-arginine transmembrane transport, L-lysine transmembrane transport"
"S000000922"	"S000000922"	"GO:0000781, GO:0005634, GO:0005635, GO:0005783, GO:0005789, GO:0005886, GO:0005934, GO:0005935, GO:0006348, GO:0008654, GO:0016020, GO:0016021, GO:0030176, GO:0031965, GO:0032377, GO:0033149, GO:0035091, GO:0042308, GO:0048309, GO:0060304, GO:0061163, GO:0061817, GO:0071561, GO:0090158"	"chromosome, telomeric region, nucleus, nuclear envelope, endoplasmic reticulum, endoplasmic reticulum membrane, plasma membrane, cellular bud tip, cellular bud neck, chromatin silencing at telomere, phospholipid biosynthetic process, membrane, integral component of membrane, integral component of endoplasmic reticulum membrane, nuclear membrane, regulation of intracellular lipid transport, FFAT motif binding, phosphatidylinositol binding, negative regulation of protein import into nucleus, endoplasmic reticulum inheritance, regulation of phosphatidylinositol dephosphorylation, endoplasmic reticulum polarization, endoplasmic reticulum-plasma membrane tethering, nucleus-vacuole junction, endoplasmic reticulum membrane organization"
"S000000923"	"S000000923"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"S000000924"	"S000000924"	"GO:0000139, GO:0005096, GO:0005794, GO:0006888, GO:0006890, GO:0015031, GO:0030126, GO:0030137, GO:0043547, GO:0046872, GO:0048205"	"Golgi membrane, GTPase activator activity, Golgi apparatus, endoplasmic reticulum to Golgi vesicle-mediated transport, retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum, protein transport, COPI vesicle coat, COPI-coated vesicle, positive regulation of GTPase activity, metal ion binding, COPI coating of Golgi vesicle"
"S000000925"	"S000000925"	"GO:0000166, GO:0000324, GO:0000329, GO:0004672, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0005773, GO:0005774, GO:0005886, GO:0006468, GO:0006897, GO:0016020, GO:0016192, GO:0016301, GO:0016310, GO:0016740, GO:0018105, GO:0031965"	"nucleotide binding, fungal-type vacuole, fungal-type vacuole membrane, protein kinase activity, protein serine/threonine kinase activity, ATP binding, nucleus, cytoplasm, vacuole, vacuolar membrane, plasma membrane, protein phosphorylation, endocytosis, membrane, vesicle-mediated transport, kinase activity, phosphorylation, transferase activity, peptidyl-serine phosphorylation, nuclear membrane"
"S000000926"	"S000000926"	"GO:0000920, GO:0001403, GO:0005935, GO:0007049, GO:0010969, GO:0031435, GO:0031683, GO:0051301, GO:0071555"	"septum digestion after cytokinesis, invasive growth in response to glucose limitation, cellular bud neck, cell cycle, regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion, mitogen-activated protein kinase kinase kinase binding, G-protein beta/gamma-subunit complex binding, cell division, cell wall organization"
"S000000927"	"S000000927"	"GO:0000151, GO:0000209, GO:0004842, GO:0005634, GO:0005737, GO:0005739, GO:0005794, GO:0005856, GO:0005886, GO:0005934, GO:0006333, GO:0006511, GO:0006513, GO:0006808, GO:0007005, GO:0010008, GO:0010793, GO:0010794, GO:0010795, GO:0010796, GO:0016567, GO:0016740, GO:0016973, GO:0019220, GO:0030479, GO:0031234, GO:0031384, GO:0032436, GO:0032443, GO:0032511, GO:0032880, GO:0032956, GO:0034517, GO:0034644, GO:0035091, GO:0042493, GO:0043130, GO:0043161, GO:0043162, GO:0045723, GO:0045732, GO:0045807, GO:0045944, GO:0048260, GO:0051865, GO:0061630, GO:0070086, GO:0072671, GO:2000203, GO:2000232, GO:2000235, GO:2000238"	"ubiquitin ligase complex, protein polyubiquitination, ubiquitin-protein transferase activity, nucleus, cytoplasm, mitochondrion, Golgi apparatus, cytoskeleton, plasma membrane, cellular bud tip, chromatin assembly or disassembly, ubiquitin-dependent protein catabolic process, protein monoubiquitination, regulation of nitrogen utilization, mitochondrion organization, endosome membrane, regulation of mRNA export from nucleus, regulation of dolichol biosynthetic process, regulation of ubiquinone biosynthetic process, regulation of multivesicular body size, protein ubiquitination, transferase activity, poly(A)+ mRNA export from nucleus, regulation of phosphate metabolic process, actin cortical patch, extrinsic component of cytoplasmic side of plasma membrane, regulation of initiation of mating projection growth, positive regulation of proteasomal ubiquitin-dependent protein catabolic process, regulation of ergosterol biosynthetic process, late endosome to vacuole transport via multivesicular body sorting pathway, regulation of protein localization, regulation of actin cytoskeleton organization, ribophagy, cellular response to UV, phosphatidylinositol binding, response to drug, ubiquitin binding, proteasome-mediated ubiquitin-dependent protein catabolic process, ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway, positive regulation of fatty acid biosynthetic process, positive regulation of protein catabolic process, positive regulation of endocytosis, positive regulation of transcription by RNA polymerase II, positive regulation of receptor-mediated endocytosis, protein autoubiquitination, ubiquitin protein ligase activity, ubiquitin-dependent endocytosis, mitochondria-associated ubiquitin-dependent protein catabolic process, regulation of ribosomal large subunit export from nucleus, regulation of rRNA processing, regulation of tRNA processing, regulation of tRNA export from nucleus"
"S000000928"	"S000000928"	"GO:0000460, GO:0000463, GO:0000466, GO:0000470, GO:0003674, GO:0005634, GO:0005730, GO:0006364, GO:0030687, GO:0042254, GO:0042273"	"maturation of 5.8S rRNA, maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of LSU-rRNA, molecular_function, nucleus, nucleolus, rRNA processing, preribosome, large subunit precursor, ribosome biogenesis, ribosomal large subunit biogenesis"
"S000000929"	"S000000929"	"GO:0000447, GO:0000462, GO:0000480, GO:0003674, GO:0005634, GO:0005730, GO:0005732, GO:0006364, GO:0030532, GO:0032040, GO:0042254"	"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA), molecular_function, nucleus, nucleolus, small nucleolar ribonucleoprotein complex, rRNA processing, small nuclear ribonucleoprotein complex, small-subunit processome, ribosome biogenesis"
"S000000930"	"S000000930"	"GO:0001671, GO:0005737, GO:0005768, GO:0007034, GO:0015031, GO:0032781"	"ATPase activator activity, cytoplasm, endosome, vacuolar transport, protein transport, positive regulation of ATPase activity"
"S000000931"	"S000000931"	"GO:0000166, GO:0004672, GO:0004674, GO:0005524, GO:0005634, GO:0005737, GO:0005829, GO:0005979, GO:0006468, GO:0016301, GO:0016310, GO:0016740, GO:0018107, GO:0035556, GO:0090329, GO:1900180, GO:2000220"	"nucleotide binding, protein kinase activity, protein serine/threonine kinase activity, ATP binding, nucleus, cytoplasm, cytosol, regulation of glycogen biosynthetic process, protein phosphorylation, kinase activity, phosphorylation, transferase activity, peptidyl-threonine phosphorylation, intracellular signal transduction, regulation of DNA-dependent DNA replication, regulation of protein localization to nucleus, regulation of pseudohyphal growth"
"S000000932"	"S000000932"	"GO:0000981, GO:0000987, GO:0003677, GO:0005575, GO:0005634, GO:0042594, GO:0043619, GO:0046872, GO:0071252, GO:0080135"	"DNA-binding transcription factor activity, RNA polymerase II-specific, cis-regulatory region sequence-specific DNA binding, DNA binding, cellular_component, nucleus, response to starvation, regulation of transcription from RNA polymerase II promoter in response to oxidative stress, metal ion binding, cellular response to sulfur dioxide, regulation of cellular response to stress"
"S000000933"	"S000000933"	"GO:0002181, GO:0003729, GO:0003735, GO:0005737, GO:0005840, GO:0006407, GO:0006412, GO:0022627, GO:0042255"	"cytoplasmic translation, mRNA binding, structural constituent of ribosome, cytoplasm, ribosome, rRNA export from nucleus, translation, cytosolic small ribosomal subunit, ribosome assembly"
"S000000934"	"S000000934"	"GO:0003674, GO:0005737, GO:0005739, GO:0005829, GO:0030435, GO:0030437, GO:0045454, GO:0051321"	"molecular_function, cytoplasm, mitochondrion, cytosol, sporulation resulting in formation of a cellular spore, ascospore formation, cell redox homeostasis, meiotic cell cycle"
"S000000935"	"S000000935"	"GO:0000076, GO:0000077, GO:0000164, GO:0000723, GO:0000778, GO:0001400, GO:0004721, GO:0004722, GO:0005634, GO:0005730, GO:0005737, GO:0005816, GO:0005847, GO:0005935, GO:0005975, GO:0005977, GO:0006397, GO:0006470, GO:0006873, GO:0006986, GO:0007049, GO:0007059, GO:0007094, GO:0007116, GO:0007346, GO:0008360, GO:0009408, GO:0016576, GO:0016787, GO:0030437, GO:0031297, GO:0032153, GO:0034501, GO:0035307, GO:0046872, GO:0051301, GO:0051321, GO:0051726, GO:0061587, GO:0070873, GO:0070940, GO:1901901, GO:1903501, GO:2000370"	"DNA replication checkpoint, DNA damage checkpoint, protein phosphatase type 1 complex, telomere maintenance, condensed nuclear chromosome kinetochore, mating projection base, phosphoprotein phosphatase activity, protein serine/threonine phosphatase activity, nucleus, nucleolus, cytoplasm, spindle pole body, mRNA cleavage and polyadenylation specificity factor complex, cellular bud neck, carbohydrate metabolic process, glycogen metabolic process, mRNA processing, protein dephosphorylation, cellular ion homeostasis, response to unfolded protein, cell cycle, chromosome segregation, mitotic spindle assembly checkpoint, regulation of cell budding, regulation of mitotic cell cycle, regulation of cell shape, response to heat, histone dephosphorylation, hydrolase activity, ascospore formation, replication fork processing, cell division site, protein localization to kinetochore, positive regulation of protein dephosphorylation, metal ion binding, cell division, meiotic cell cycle, regulation of cell cycle, transfer RNA gene-mediated silencing, regulation of glycogen metabolic process, dephosphorylation of RNA polymerase II C-terminal domain, regulation of protein localization to cell division site involved in cytokinesis, positive regulation of mitotic actomyosin contractile ring assembly, positive regulation of clathrin-dependent endocytosis"
"S000000936"	"S000000936"	"GO:0003993, GO:0004721, GO:0004725, GO:0005634, GO:0005737, GO:0006470, GO:0008150, GO:0016311, GO:0016787, GO:0016791, GO:0030946, GO:0035335, GO:0046872"	"acid phosphatase activity, phosphoprotein phosphatase activity, protein tyrosine phosphatase activity, nucleus, cytoplasm, protein dephosphorylation, biological_process, dephosphorylation, hydrolase activity, phosphatase activity, protein tyrosine phosphatase activity, metal-dependent, peptidyl-tyrosine dephosphorylation, metal ion binding"
"S000000937"	"S000000937"	"GO:0003674, GO:0005575, GO:0008150"	"molecular_function, cellular_component, biological_process"
"S000000938"	"S000000938"	"GO:0005092, GO:0005093, GO:0005096, GO:0005575, GO:0005737, GO:0007264, GO:0015031, GO:0016192, GO:0017137, GO:0043547, GO:0050790"	"GDP-dissociation inhibitor activity, Rab GDP-dissociation inhibitor activity, GTPase activator activity, cellular_component, cytoplasm, small GTPase mediated signal transduction, protein transport, vesicle-mediated transport, Rab GTPase binding, positive regulation of GTPase activity, regulation of catalytic activity"
"S000000939"	"S000000939"	"GO:0003674, GO:0003676, GO:0005575, GO:0008150, GO:0008270"	"molecular_function, nucleic acid binding, cellular_component, biological_process, zinc ion binding"
"S000000940"	"S000000940"	"GO:0000166, GO:0000943, GO:0003676, GO:0003677, GO:0003723, GO:0003824, GO:0003887, GO:0003964, GO:0004190, GO:0004518, GO:0004519, GO:0004523, GO:0004540, GO:0005524, GO:0005634, GO:0005737, GO:0006278, GO:0006310, GO:0006508, GO:0008152, GO:0008233, GO:0015074, GO:0016740, GO:0016779, GO:0016787, GO:0032196, GO:0032197, GO:0046872, GO:0071897, GO:0090305, GO:0090501, GO:0090502"	"nucleotide binding, retrotransposon nucleocapsid, nucleic acid binding, DNA binding, RNA binding, catalytic activity, DNA-directed DNA polymerase activity, RNA-directed DNA polymerase activity, aspartic-type endopeptidase activity, nuclease activity, endonuclease activity, RNA-DNA hybrid ribonuclease activity, ribonuclease activity, ATP binding, nucleus, cytoplasm, RNA-dependent DNA biosynthetic process, DNA recombination, proteolysis, metabolic process, peptidase activity, DNA integration, transferase activity, nucleotidyltransferase activity, hydrolase activity, transposition, transposition, RNA-mediated, metal ion binding, DNA biosynthetic process, nucleic acid phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, endonucleolytic"
"S000000941"	"S000000941"	"GO:0004721, GO:0005634, GO:0005737, GO:0006366, GO:0008420, GO:0016787, GO:0043175, GO:0046872, GO:0070940"	"phosphoprotein phosphatase activity, nucleus, cytoplasm, transcription by RNA polymerase II, RNA polymerase II CTD heptapeptide repeat phosphatase activity, hydrolase activity, RNA polymerase core enzyme binding, metal ion binding, dephosphorylation of RNA polymerase II C-terminal domain"
"S000000942"	"S000000942"	"GO:0003674, GO:0005739, GO:0005783, GO:0005789, GO:0016020, GO:0016021, GO:0030176, GO:0034975, GO:0035437, GO:0071944"	"molecular_function, mitochondrion, endoplasmic reticulum, endoplasmic reticulum membrane, membrane, integral component of membrane, integral component of endoplasmic reticulum membrane, protein folding in endoplasmic reticulum, maintenance of protein localization in endoplasmic reticulum, cell periphery"
"S000000943"	"S000000943"	"GO:0005739, GO:0005743, GO:0006784, GO:0016020, GO:0016021, GO:0016627, GO:0016653, GO:0055114"	"mitochondrion, mitochondrial inner membrane, heme A biosynthetic process, membrane, integral component of membrane, oxidoreductase activity, acting on the CH-CH group of donors, oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor, oxidation-reduction process"
"S000000944"	"S000000944"	"GO:0003684, GO:0003824, GO:0003905, GO:0005634, GO:0006281, GO:0006284, GO:0006285, GO:0006307, GO:0006974, GO:0008725, GO:0016787, GO:0032131, GO:0032993, GO:0043916, GO:0052821, GO:0052822"	"damaged DNA binding, catalytic activity, alkylbase DNA N-glycosylase activity, nucleus, DNA repair, base-excision repair, base-excision repair, AP site formation, DNA dealkylation involved in DNA repair, cellular response to DNA damage stimulus, DNA-3-methyladenine glycosylase activity, hydrolase activity, alkylated DNA binding, protein-DNA complex, DNA-7-methylguanine glycosylase activity, DNA-7-methyladenine glycosylase activity, DNA-3-methylguanine glycosylase activity"
"S000000945"	"S000000945"	"GO:0000149, GO:0004190, GO:0005737, GO:0005886, GO:0006508, GO:0006511, GO:0008233, GO:0009306, GO:0015031, GO:0016020, GO:0016192, GO:0016787, GO:0030674, GO:0031593, GO:0043130, GO:0043328, GO:0045740, GO:0072710, GO:1904855"	"SNARE binding, aspartic-type endopeptidase activity, cytoplasm, plasma membrane, proteolysis, ubiquitin-dependent protein catabolic process, peptidase activity, protein secretion, protein transport, membrane, vesicle-mediated transport, hydrolase activity, protein-macromolecule adaptor activity, polyubiquitin modification-dependent protein binding, ubiquitin binding, protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway, positive regulation of DNA replication, response to hydroxyurea, proteasome regulatory particle binding"
"S000000946"	"S000000946"	"GO:0000131, GO:0004843, GO:0005935, GO:0006508, GO:0006511, GO:0008233, GO:0008234, GO:0016579, GO:0016787"	"incipient cellular bud site, thiol-dependent ubiquitin-specific protease activity, cellular bud neck, proteolysis, ubiquitin-dependent protein catabolic process, peptidase activity, cysteine-type peptidase activity, protein deubiquitination, hydrolase activity"
"S000000947"	"S000000947"	"GO:0005381, GO:0005886, GO:0006811, GO:0015093, GO:0016020, GO:0016021, GO:0033573, GO:0034755, GO:0055072, GO:0072511, GO:1901684"	"iron ion transmembrane transporter activity, plasma membrane, ion transport, ferrous iron transmembrane transporter activity, membrane, integral component of membrane, high-affinity iron permease complex, iron ion transmembrane transport, iron ion homeostasis, divalent inorganic cation transport, arsenate ion transmembrane transport"
"S000000948"	"S000000948"	"GO:0000398, GO:0000956, GO:0003723, GO:0005634, GO:0005681, GO:0005688, GO:0005730, GO:0005732, GO:0006364, GO:0006397, GO:0008033, GO:0008380, GO:0046540, GO:1990726"	"mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, RNA binding, nucleus, spliceosomal complex, U6 snRNP, nucleolus, small nucleolar ribonucleoprotein complex, rRNA processing, mRNA processing, tRNA processing, RNA splicing, U4/U6 x U5 tri-snRNP complex, Lsm1-7-Pat1 complex"
"S000000949"	"S000000949"	"GO:0000790, GO:0005634, GO:0006302, GO:0007049, GO:0007059, GO:0007064, GO:0007076, GO:0032116, GO:0043515, GO:0051301, GO:0070550, GO:0071169"	"nuclear chromatin, nucleus, double-strand break repair, cell cycle, chromosome segregation, mitotic sister chromatid cohesion, mitotic chromosome condensation, SMC loading complex, kinetochore binding, cell division, rDNA condensation, establishment of protein localization to chromatin"
"S000000950"	"S000000950"	"GO:0000126, GO:0000790, GO:0000979, GO:0000995, GO:0001016, GO:0001102, GO:0001179, GO:0001188, GO:0003677, GO:0003682, GO:0005634, GO:0005669, GO:0006352, GO:0008301, GO:0016251, GO:0042790, GO:0051123, GO:0070893, GO:0070898"	"transcription factor TFIIIB complex, nuclear chromatin, RNA polymerase II core promoter sequence-specific DNA binding, RNA polymerase III general transcription initiation factor activity, RNA polymerase III transcription regulatory region sequence-specific DNA binding, RNA polymerase II activating transcription factor binding, RNA polymerase I general transcription initiation factor binding, RNA polymerase I preinitiation complex assembly, DNA binding, chromatin binding, nucleus, transcription factor TFIID complex, DNA-templated transcription, initiation, DNA binding, bending, RNA polymerase II general transcription initiation factor activity, nucleolar large rRNA transcription by RNA polymerase I, RNA polymerase II preinitiation complex assembly, transposon integration, RNA polymerase III preinitiation complex assembly"
"S000000951"	"S000000951"	"GO:0000131, GO:0000133, GO:0005933, GO:0005934, GO:0005935, GO:0007118, GO:0007121, GO:0007124, GO:0030010, GO:0030447, GO:0031384, GO:0031385, GO:0032880, GO:0043332, GO:2000251"	"incipient cellular bud site, polarisome, cellular bud, cellular bud tip, cellular bud neck, budding cell apical bud growth, bipolar cellular bud site selection, pseudohyphal growth, establishment of cell polarity, filamentous growth, regulation of initiation of mating projection growth, regulation of termination of mating projection growth, regulation of protein localization, mating projection tip, positive regulation of actin cytoskeleton reorganization"
"S000000952"	"S000000952"	"GO:0003674, GO:0005199, GO:0005576, GO:0005618, GO:0009277, GO:0010447, GO:0016020, GO:0031225, GO:0031505, GO:0071944"	"molecular_function, structural constituent of cell wall, extracellular region, cell wall, fungal-type cell wall, response to acidic pH, membrane, anchored component of membrane, fungal-type cell wall organization, cell periphery"
"S000000953"	"S000000953"	"GO:0003729, GO:0004197, GO:0004843, GO:0005634, GO:0005737, GO:0005829, GO:0006508, GO:0006511, GO:0008233, GO:0008234, GO:0016579, GO:0016787, GO:0034517, GO:0045053, GO:0047484, GO:0060628, GO:1990861"	"mRNA binding, cysteine-type endopeptidase activity, thiol-dependent ubiquitin-specific protease activity, nucleus, cytoplasm, cytosol, proteolysis, ubiquitin-dependent protein catabolic process, peptidase activity, cysteine-type peptidase activity, protein deubiquitination, hydrolase activity, ribophagy, protein retention in Golgi apparatus, regulation of response to osmotic stress, regulation of ER to Golgi vesicle-mediated transport, Ubp3-Bre5 deubiquitination complex"
"S000000954"	"S000000954"	"GO:0003824, GO:0005634, GO:0005737, GO:0008150, GO:0009058, GO:0030170, GO:0047536"	"catalytic activity, nucleus, cytoplasm, biological_process, biosynthetic process, pyridoxal phosphate binding, 2-aminoadipate transaminase activity"
"S000000955"	"S000000955"	"GO:0003743, GO:0005739, GO:0005743, GO:0006413, GO:0006417, GO:0016020, GO:0031305, GO:0033617, GO:0070131"	"translation initiation factor activity, mitochondrion, mitochondrial inner membrane, translational initiation, regulation of translation, membrane, integral component of mitochondrial inner membrane, mitochondrial cytochrome c oxidase assembly, positive regulation of mitochondrial translation"
"S000000956"	"S000000956"	"GO:0005739, GO:0005743, GO:0016020, GO:0016021, GO:0030061, GO:0031305, GO:0032977, GO:0032979, GO:0033615, GO:0033617, GO:0045039, GO:0051205, GO:0097002, GO:0097177"	"mitochondrion, mitochondrial inner membrane, membrane, integral component of membrane, mitochondrial crista, integral component of mitochondrial inner membrane, membrane insertase activity, protein insertion into mitochondrial inner membrane from matrix, mitochondrial proton-transporting ATP synthase complex assembly, mitochondrial cytochrome c oxidase assembly, protein insertion into mitochondrial inner membrane, protein insertion into membrane, mitochondrial inner boundary membrane, mitochondrial ribosome binding"
"S000000957"	"S000000957"	"GO:0000131, GO:0003729, GO:0005085, GO:0005096, GO:0005628, GO:0005737, GO:0005739, GO:0005886, GO:0005934, GO:0005938, GO:0007165, GO:0007264, GO:0030036, GO:0035024, GO:0043087, GO:0043332, GO:0043547, GO:0044879"	"incipient cellular bud site, mRNA binding, guanyl-nucleotide exchange factor activity, GTPase activator activity, prospore membrane, cytoplasm, mitochondrion, plasma membrane, cellular bud tip, cell cortex, signal transduction, small GTPase mediated signal transduction, actin cytoskeleton organization, negative regulation of Rho protein signal transduction, regulation of GTPase activity, mating projection tip, positive regulation of GTPase activity, morphogenesis checkpoint"
"S000000958"	"S000000958"	"GO:0000785, GO:0003674, GO:0005634, GO:0005737, GO:1901857"	"chromatin, molecular_function, nucleus, cytoplasm, positive regulation of cellular respiration"
"S000000959"	"S000000959"	"GO:0000139, GO:0000301, GO:0005794, GO:0005801, GO:0006886, GO:0006888, GO:0006891, GO:0006914, GO:0007030, GO:0015031, GO:0016020, GO:0016236, GO:0017119, GO:0030242, GO:0032258, GO:0140312"	"Golgi membrane, retrograde transport, vesicle recycling within Golgi, Golgi apparatus, cis-Golgi network, intracellular protein transport, endoplasmic reticulum to Golgi vesicle-mediated transport, intra-Golgi vesicle-mediated transport, autophagy, Golgi organization, protein transport, membrane, macroautophagy, Golgi transport complex, autophagy of peroxisome, cytoplasm to vacuole transport by the Cvt pathway, cargo adaptor activity"
"S000000960"	"S000000960"	"GO:0003674, GO:0003779, GO:0005575, GO:0008150, GO:0030036"	"molecular_function, actin binding, cellular_component, biological_process, actin cytoskeleton organization"
"S000000961"	"S000000961"	"GO:0000122, GO:0001046, GO:0003682, GO:0003713, GO:0003714, GO:0005634, GO:0006355, GO:0006366, GO:0017025, GO:0017054, GO:0045944, GO:0046982, GO:0051123, GO:0061408"	"negative regulation of transcription by RNA polymerase II, core promoter sequence-specific DNA binding, chromatin binding, transcription coactivator activity, transcription corepressor activity, nucleus, regulation of transcription, DNA-templated, transcription by RNA polymerase II, TBP-class protein binding, negative cofactor 2 complex, positive regulation of transcription by RNA polymerase II, protein heterodimerization activity, RNA polymerase II preinitiation complex assembly, positive regulation of transcription from RNA polymerase II promoter in response to heat stress"
"S000000962"	"S000000962"	"GO:0000166, GO:0000943, GO:0003676, GO:0003677, GO:0003723, GO:0003824, GO:0003887, GO:0003964, GO:0004190, GO:0004518, GO:0004519, GO:0004523, GO:0004540, GO:0005524, GO:0005634, GO:0005737, GO:0006278, GO:0006310, GO:0006508, GO:0008152, GO:0008233, GO:0015074, GO:0016740, GO:0016779, GO:0016787, GO:0032196, GO:0032197, GO:0046872, GO:0071897, GO:0090305, GO:0090501, GO:0090502"	"nucleotide binding, retrotransposon nucleocapsid, nucleic acid binding, DNA binding, RNA binding, catalytic activity, DNA-directed DNA polymerase activity, RNA-directed DNA polymerase activity, aspartic-type endopeptidase activity, nuclease activity, endonuclease activity, RNA-DNA hybrid ribonuclease activity, ribonuclease activity, ATP binding, nucleus, cytoplasm, RNA-dependent DNA biosynthetic process, DNA recombination, proteolysis, metabolic process, peptidase activity, DNA integration, transferase activity, nucleotidyltransferase activity, hydrolase activity, transposition, transposition, RNA-mediated, metal ion binding, DNA biosynthetic process, nucleic acid phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, RNA phosphodiester bond hydrolysis, endonucleolytic"
